State,Year,(R01) Total Revenue,(R02) Total Rev-Own Sources,(R03) General Revenue,(R04) Gen Rev-Own Sources,(R05) Total Taxes,(R31) Total IG Revenue,(E001) Total Expenditure,(E002) Total IG Expenditure,(E013) General Expenditure
New Jersey,2018,"119,020,140","100,952,364","103,380,361","85,312,587","66,055,266","18,067,774","110,609,973","12,500","92,468,849"
New Mexico,2000,"13,072,685","10,674,214","10,061,979","7,663,508","4,800,578","2,398,471","11,194,843",0,"10,098,749"
New Mexico,2002,"11,503,161","8,379,639","10,867,663","7,744,141","4,877,614","3,123,522","12,688,548",0,"11,435,993"
New Mexico,2004,"14,953,000","11,144,363","12,512,348","8,703,711","5,444,158","3,808,637","14,073,992",0,"12,621,880"
New Mexico,2005,"16,656,449","12,398,377","14,014,652","9,756,580","6,076,172","4,258,072","15,427,115",0,"13,947,585"
New Mexico,2006,"18,464,469","14,366,946","15,384,792","11,287,269","6,974,431","4,097,523","16,248,010","7,091","14,717,422"
New Mexico,2007,"20,947,908","16,476,800","16,341,687","11,870,579","7,449,523","4,471,108","18,108,379",0,"16,198,127"
New Mexico,2008,"16,464,549","11,937,490","16,785,446","12,258,387","7,305,501","4,527,059","19,583,846",0,"17,593,039"
New Mexico,2009,"14,181,255","8,878,107","17,270,060","11,966,912","7,157,435","5,303,148","21,170,263",0,"18,884,997"
New Mexico,2010,"21,997,665","15,290,097","17,864,581","11,157,013","6,625,467","6,707,568","22,371,619",0,"19,483,857"
New Mexico,2011,"24,276,636","17,574,137","18,771,561","12,069,062","7,262,658","6,702,499","22,049,786",0,"19,036,816"
New Mexico,2012,"20,049,199","14,441,050","18,389,859","12,781,710","7,893,425","5,608,149","21,048,385",0,"18,053,073"
New Mexico,2013,"22,698,430","17,052,917","18,359,923","12,714,410","7,764,532","5,645,513","20,995,199",0,"18,059,282"
New Mexico,2014,"24,949,690","19,204,614","19,635,408","13,890,332","8,274,730","5,745,076","21,543,920",0,"18,612,615"
New Mexico,2015,"24,177,457","16,959,927","21,547,712","14,330,182","8,642,216","7,217,530","24,516,432",0,"21,581,532"
New Mexico,2016,"23,439,253","15,762,569","20,798,190","13,121,506","7,878,209","7,676,684","25,010,518",0,"21,892,572"
New Mexico,2017,"25,729,568","18,316,644","20,806,783","13,393,859","8,172,911","7,412,924","24,778,379",0,"21,525,967"
New Mexico,2018,"26,093,041","18,361,952","22,107,706","14,376,618","8,537,339","7,731,088","25,282,698",0,"21,924,340"
New York,2000,"188,906,822","159,657,996","143,901,343","114,652,517","86,868,188","29,248,826","171,858,216","626,000","140,646,445"
New York,2002,"170,981,866","134,796,237","155,541,158","119,355,529","88,878,112","36,185,629","198,535,830","610,000","161,739,758"
New York,2004,"226,415,448","180,720,762","181,366,366","135,671,680","101,426,262","45,694,686","219,339,311","610,000","176,427,301"
New York,2005,"234,689,174","188,987,635","194,253,400","148,551,861","111,883,516","45,701,539","226,866,797","629,000","184,750,183"
New York,2006,"266,105,088","222,191,584","209,482,028","165,568,524","123,106,680","43,913,504","238,559,375","629,000","193,027,207"
New York,2007,"291,019,128","247,599,801","220,885,062","177,465,735","134,023,778","43,419,327","249,867,323","629,000","204,618,203"
New York,2008,"242,109,608","199,089,520","227,075,189","184,055,101","138,160,817","43,020,088","262,283,053","629,000","213,046,090"
New York,2009,"176,161,601","128,216,613","230,849,893","182,904,905","136,588,878","47,944,988","279,339,419","686,248","222,992,196"
New York,2010,"313,781,388","258,075,461","238,568,693","182,862,766","137,337,700","55,705,927","295,466,765","702,171","232,308,168"
New York,2011,"324,444,663","264,529,575","251,372,861","191,457,773","145,161,824","59,915,088","300,754,012","722,075","236,413,271"
New York,2012,"295,740,009","240,464,788","258,069,315","202,794,094","152,261,442","55,275,221","303,235,349","730,324","239,081,884"
New York,2013,"335,360,069","279,810,675","263,601,297","208,051,903","159,292,548","55,549,394","312,859,315",0,"244,384,746"
New York,2014,"363,429,555","307,768,293","273,039,518","217,378,256","167,566,880","55,661,262","311,657,062",0,"250,109,258"
New York,2015,"337,829,812","279,619,340","285,711,974","227,501,502","172,384,785","58,210,472","323,977,406",0,"257,878,354"
New York,2016,"326,701,288","264,456,392","292,905,920","230,661,024","177,788,019","62,244,896","331,888,077",0,"269,057,558"
New York,2017,"379,807,008","312,935,658","296,824,217","229,952,867","177,907,930","66,871,350","347,971,741",0,"281,844,542"
New York,2018,"392,813,885","322,255,797","315,737,194","245,179,107","191,969,276","70,558,087","367,456,921",0,"297,440,142"
North Carolina,2000,"50,541,785","41,490,441","41,131,439","32,080,095","21,440,029","9,051,344","46,134,556",0,"40,434,442"
North Carolina,2002,"48,596,900","38,356,078","44,164,826","33,924,004","22,576,419","10,240,822","51,838,538",0,"44,539,961"
North Carolina,2004,"63,458,302","51,548,663","48,767,991","36,858,352","25,012,464","11,909,639","56,687,918",0,"48,634,779"
North Carolina,2005,"64,813,231","51,746,069","52,884,203","39,817,041","27,307,150","13,067,162","60,080,384",0,"51,918,512"
North Carolina,2006,"68,226,097","54,987,228","57,946,258","44,707,389","30,758,541","13,238,869","63,276,403","91,999","54,942,881"
North Carolina,2007,"75,790,767","62,438,092","62,169,051","48,816,376","33,260,068","13,352,675","67,184,920",0,"58,287,999"
North Carolina,2008,"76,986,215","62,871,473","64,365,353","50,250,611","34,099,842","14,114,742","72,041,692",0,"62,526,592"
North Carolina,2009,"58,107,542","41,632,452","65,588,770","49,113,680","32,008,695","16,475,090","76,811,821",0,"65,799,446"
North Carolina,2010,"86,699,023","69,170,020","68,670,785","51,141,782","32,937,999","17,529,003","79,954,918",0,"66,216,936"
North Carolina,2011,"93,936,852","75,981,151","71,740,362","53,784,661","34,019,317","17,955,701","81,015,696",0,"67,522,546"
North Carolina,2012,"83,134,361","62,828,516","73,163,759","52,857,914","34,453,930","20,305,845","83,969,807",0,"70,742,836"
North Carolina,2013,"91,172,335","70,784,651","74,820,845","54,433,161","35,454,520","20,387,684","87,271,917",0,"74,438,473"
North Carolina,2014,"96,212,647","76,050,299","76,889,657","56,727,309","36,124,828","20,162,348","87,430,843",0,"74,278,524"
North Carolina,2015,"91,423,378","70,784,282","80,672,729","60,033,633","38,158,325","20,639,096","87,421,274",0,"75,794,021"
North Carolina,2016,"92,593,783","71,477,959","83,220,188","62,104,364","39,822,081","21,115,824","90,475,427",0,"78,824,462"
North Carolina,2017,"103,639,039","83,430,437","85,130,536","64,921,934","40,702,761","20,208,602","92,573,803",0,"80,766,149"
North Carolina,2018,"104,294,735","83,734,868","87,959,994","67,400,128","42,267,550","20,559,866","96,655,082",0,"84,600,021"
North Dakota,2000,"4,495,196","3,369,694","3,913,805","2,788,303","1,768,115","1,125,502","4,040,996",0,"3,673,683"
North Dakota,2002,"4,226,558","3,070,363","3,994,092","2,837,897","1,728,755","1,156,195","4,190,494",0,"3,886,155"
North Dakota,2004,"6,530,004","5,216,206","4,353,338","3,039,540","1,901,047","1,313,798","4,543,185",0,"4,158,566"
North Dakota,2005,"5,239,270","3,928,631","4,585,752","3,275,113","2,121,189","1,310,639","4,794,370",0,"4,347,643"
North Dakota,2006,"5,772,036","4,473,025","4,942,813","3,643,802","2,367,568","1,299,011","4,925,745","2,492","4,517,438"
North Dakota,2007,"6,323,331","4,996,192","5,342,157","4,015,018","2,592,610","1,327,139","5,205,361",0,"4,710,113"
North Dakota,2008,"6,577,426","5,219,697","6,173,473","4,815,744","3,165,353","1,357,729","5,610,581",0,"5,120,372"
North Dakota,2009,"6,009,151","4,544,231","6,474,307","5,009,387","3,323,274","1,464,920","6,071,733",0,"5,478,203"
North Dakota,2010,"7,890,299","6,001,794","7,022,944","5,134,439","3,552,714","1,888,505","6,745,898",0,"6,090,652"
North Dakota,2011,"9,678,344","7,776,340","8,382,199","6,480,195","4,749,685","1,902,004","7,198,624",0,"6,479,323"
North Dakota,2012,"9,482,954","7,510,674","8,919,725","6,947,445","5,136,457","1,972,280","8,001,295",0,"7,099,033"
North Dakota,2013,"11,432,190","9,711,109","10,109,850","8,388,769","6,372,923","1,721,081","8,371,587",0,"7,435,230"
North Dakota,2014,"12,355,447","10,643,521","10,913,362","9,201,436","7,204,874","1,711,926","9,198,847",0,"8,171,611"
North Dakota,2015,"12,335,260","10,465,416","11,054,458","9,184,614","6,959,163","1,869,844","10,164,127",0,"9,017,967"
North Dakota,2016,"9,950,401","8,073,013","9,080,347","7,202,959","5,015,182","1,877,388","10,702,895",0,"9,487,472"
North Dakota,2017,"10,747,851","8,805,780","9,143,419","7,201,348","5,028,570","1,942,071","11,079,262",0,"9,926,717"
North Dakota,2018,"11,950,126","10,002,985","10,452,374","8,505,233","5,771,125","1,947,141","10,236,492",0,"9,228,059"
Ohio,2000,"80,074,128","69,141,071","59,017,355","48,084,298","34,238,674","10,933,057","68,418,276","1,125","57,649,864"
Ohio,2002,"70,976,220","57,113,024","65,567,611","51,704,415","36,165,190","13,863,196","80,851,448","3,211","67,050,241"
Ohio,2004,"105,285,799","88,972,769","72,168,202","55,855,172","39,161,590","16,313,030","89,422,131",361,"74,269,552"
Ohio,2005,"102,498,149","85,336,290","77,060,575","59,898,716","41,719,298","17,161,859","91,972,028","3,024","77,974,482"
Ohio,2006,"108,392,767","90,341,314","81,904,229","63,852,776","44,135,129","18,051,453","97,552,609","92,724","82,163,338"
Ohio,2007,"121,625,767","103,407,706","84,743,688","66,525,627","45,635,340","18,218,061","100,137,060","2,750","84,589,042"
Ohio,2008,"100,916,833","82,259,554","86,970,840","68,313,561","46,483,151","18,657,279","102,766,554","8,930","86,291,580"
Ohio,2009,"59,953,671","39,118,867","86,627,699","65,792,895","44,117,908","20,834,804","108,039,397","14,749","89,207,131"
Ohio,2010,"123,288,831","99,039,952","89,441,303","65,192,424","43,624,717","24,248,879","113,844,236","9,987","91,086,575"
Ohio,2011,"132,234,270","105,912,090","94,176,113","67,853,933","45,472,182","26,322,180","115,335,366","15,480","93,282,150"
Ohio,2012,"105,097,804","83,131,466","90,935,691","68,969,353","46,803,547","21,966,338","112,878,250","13,469","91,545,781"
Ohio,2013,"125,081,879","103,142,279","93,472,073","71,532,473","48,600,053","21,939,600","112,807,907","11,585","92,235,963"
Ohio,2014,"132,851,287","109,907,467","95,511,169","72,567,349","48,766,315","22,943,820","117,537,652","15,807","94,958,525"
Ohio,2015,"121,449,002","96,667,730","99,590,893","74,809,621","50,788,902","24,781,272","120,554,257","12,963","99,218,119"
Ohio,2016,"117,027,357","90,956,383","103,472,964","77,401,990","51,999,169","26,070,974","125,102,865","52,645","103,148,140"
Ohio,2017,"139,224,258","113,218,391","106,760,304","80,754,437","54,017,986","26,005,867","130,208,539","17,002","107,916,121"
Ohio,2018,"143,622,247","117,504,127","107,835,018","81,716,900","54,152,799","26,118,118","131,713,268","16,451","109,159,302"
Oklahoma,2000,"18,760,042","15,578,862","15,698,191","12,517,011","8,251,421","3,181,180","15,961,566","41,083","13,808,387"
Oklahoma,2002,"19,160,982","14,747,989","18,061,016","13,648,023","8,781,889","4,412,993","20,776,022","41,557","18,195,918"
Oklahoma,2004,"24,097,799","19,278,599","19,358,429","14,539,229","9,434,943","4,819,200","20,970,119","41,262","18,050,659"
Oklahoma,2005,"24,552,073","19,372,823","20,421,657","15,242,407","10,073,102","5,179,250","22,043,622","41,028","19,157,174"
Oklahoma,2006,"26,801,915","21,393,231","22,439,659","17,030,975","11,250,561","5,408,684","24,002,023","66,175","20,923,599"
Oklahoma,2007,"30,181,926","24,503,958","23,952,628","18,274,660","11,818,127","5,677,968","26,034,842","45,045","22,715,474"
Oklahoma,2008,"26,830,676","20,894,960","24,980,348","19,044,632","12,342,011","5,935,716","27,471,420","42,977","24,087,966"
Oklahoma,2009,"26,388,380","19,341,906","26,562,045","19,515,571","12,493,436","7,046,474","30,119,765","47,219","25,583,496"
Oklahoma,2010,"32,939,014","24,468,161","27,310,944","18,840,091","11,505,103","8,470,853","31,337,916","61,162","26,404,572"
Oklahoma,2011,"35,520,543","27,169,143","27,970,784","19,619,384","12,172,429","8,351,400","30,785,762","58,091","25,882,668"
Oklahoma,2012,"32,501,919","24,669,638","28,654,042","20,821,761","13,269,145","7,832,281","31,373,597","56,642","26,730,955"
Oklahoma,2013,"36,272,558","28,797,863","28,817,467","21,342,772","13,392,056","7,474,695","32,115,440","54,786","27,408,240"
Oklahoma,2014,"37,897,987","30,196,584","29,682,662","21,981,259","13,782,221","7,701,403","33,402,937","55,513","28,743,818"
Oklahoma,2015,"35,103,140","27,637,165","30,473,063","23,007,088","14,702,562","7,465,975","33,578,750","52,167","28,751,064"
Oklahoma,2016,"32,751,945","25,207,208","29,865,733","22,320,996","13,827,169","7,544,737","34,390,672","39,887","29,357,693"
Oklahoma,2017,"37,302,542","29,651,717","29,967,245","22,316,420","13,610,693","7,650,825","34,889,770","57,572","29,601,350"
Oklahoma,2018,"38,063,436","30,614,885","31,516,618","24,068,067","15,028,884","7,448,551","35,270,019","44,907","29,567,888"
Oregon,2000,"28,644,114","23,411,032","20,969,094","15,736,012","9,411,783","5,233,082","24,086,300",0,"20,161,135"
Oregon,2002,"23,192,686","16,754,817","21,616,839","15,178,970","8,994,804","6,437,869","27,731,191",0,"22,989,775"
Oregon,2004,"33,733,989","28,795,523","21,769,897","16,831,431","10,474,210","4,938,466","28,013,928",0,"22,108,340"
Oregon,2005,"32,405,807","27,148,020","23,327,357","18,069,570","11,105,729","5,257,787","29,084,143",0,"23,726,302"
Oregon,2006,"36,219,515","30,801,451","25,654,349","20,236,285","12,472,850","5,418,064","30,614,233","18,704","25,408,378"
Oregon,2007,"41,858,312","35,937,329","26,936,971","21,015,988","12,733,903","5,920,983","32,295,007",0,"26,371,969"
Oregon,2008,"29,209,082","23,399,369","27,398,804","21,589,091","12,773,751","5,809,713","34,616,793",0,"28,189,455"
Oregon,2009,"19,359,961","12,411,145","28,330,795","21,381,979","12,785,858","6,948,816","37,557,921",0,"30,575,365"
Oregon,2010,"41,031,133","33,046,249","30,052,937","22,068,053","13,479,736","7,984,884","39,505,823",0,"31,137,580"
Oregon,2011,"47,034,124","38,274,612","31,742,020","22,982,508","14,178,616","8,759,512","39,902,097",0,"31,742,030"
Oregon,2012,"38,746,826","30,088,786","33,517,561","24,859,521","14,820,699","8,658,040","43,967,780",0,"35,723,169"
Oregon,2013,"47,393,191","39,017,943","34,328,021","25,952,773","15,356,789","8,375,248","43,814,025",0,"35,596,489"
Oregon,2014,"50,945,931","42,219,185","36,030,942","27,304,196","16,292,232","8,726,746","47,097,541",0,"38,248,525"
Oregon,2015,"49,207,592","38,407,666","40,192,325","29,392,399","17,554,485","10,799,926","49,097,293",0,"40,726,450"
Oregon,2016,"47,935,969","37,072,266","41,674,917","30,811,214","18,282,897","10,863,703","51,888,207",0,"43,542,458"
Oregon,2017,"58,142,652","47,371,955","43,644,361","32,873,664","19,553,615","10,770,697","53,564,145",0,"44,970,891"
Oregon,2018,"59,821,443","48,481,757","46,180,828","34,841,142","20,743,242","11,339,686","56,591,531",0,"47,533,425"
Pennsylvania,2000,"80,545,510","68,047,599","64,614,879","52,116,968","36,581,020","12,497,911","75,623,831","157,138","66,028,345"
Pennsylvania,2002,"73,694,315","57,667,974","71,961,412","55,935,071","37,626,620","16,026,341","86,261,928","358,297","73,669,882"
Pennsylvania,2004,"102,238,217","84,098,833","78,631,839","60,492,455","42,717,857","18,139,384","94,349,754","178,775","80,269,534"
Pennsylvania,2005,"103,692,261","84,394,516","83,997,848","64,700,103","46,019,314","19,297,745","101,484,001","161,782","87,512,065"
Pennsylvania,2006,"109,082,917","90,978,632","87,502,713","69,398,428","49,075,262","18,104,285","104,316,188","260,797","89,729,746"
Pennsylvania,2007,"121,939,854","102,925,008","93,190,744","74,175,898","52,092,556","19,014,846","106,908,383","160,366","91,645,501"
Pennsylvania,2008,"109,653,201","90,568,465","95,956,066","76,871,330","54,092,306","19,084,736","113,480,790","157,387","96,551,166"
Pennsylvania,2009,"74,405,648","53,162,965","95,916,893","74,674,210","52,232,825","21,242,683","120,631,733","157,316","101,634,841"
Pennsylvania,2010,"124,378,562","100,040,009","99,638,985","75,300,432","52,952,899","24,338,553","130,085,307","148,571","105,538,568"
Pennsylvania,2011,"133,655,826","106,473,264","106,339,158","79,156,596","55,932,383","27,182,562","131,394,328","131,759","107,676,278"
Pennsylvania,2012,"117,295,153","93,887,448","103,241,014","79,833,309","57,016,339","23,407,705","129,326,834","144,935","106,702,634"
Pennsylvania,2013,"133,908,930","109,590,667","107,295,575","82,977,312","58,815,001","24,318,263","131,347,484","129,162","109,230,334"
Pennsylvania,2014,"134,364,660","109,926,308","108,855,143","84,416,791","59,941,011","24,438,352","133,325,714","141,401","111,517,696"
Pennsylvania,2015,"131,826,544","106,160,774","113,985,312","88,319,542","62,646,694","25,665,770","135,745,814","130,023","114,796,789"
Pennsylvania,2016,"134,706,521","105,840,289","119,518,707","90,652,475","64,669,513","28,866,232","143,821,089","127,805","122,417,129"
Pennsylvania,2017,"149,773,788","117,631,687","125,501,967","93,359,866","66,618,986","32,142,101","151,643,033","125,138","129,597,989"
Pennsylvania,2018,"158,962,493","126,797,022","130,569,858","98,404,387","69,976,319","32,165,471","152,825,538","123,051","130,380,397"
Arkansas,2000,"13,832,882","11,009,981","11,581,799","8,758,898","5,961,335","2,822,901","12,245,158","1,798","11,058,961"
Arkansas,2002,"13,566,364","9,921,090","13,209,552","9,564,278","6,410,855","3,645,274","14,599,361",28,"13,068,016"
Arkansas,2004,"18,026,873","13,749,880","14,744,707","10,467,714","6,973,165","4,276,993","16,350,803",423,"14,604,843"
Arkansas,2005,"18,865,934","14,526,856","16,023,303","11,684,225","8,040,197","4,339,078","16,681,802",565,"14,933,339"
Arkansas,2006,"20,797,101","16,268,089","17,200,731","12,671,719","8,742,128","4,529,012","17,905,845","13,487","16,001,567"
Arkansas,2007,"22,485,907","17,984,963","17,646,586","13,145,642","9,161,211","4,500,944","19,079,482",32,"17,021,517"
Arkansas,2008,"19,614,726","14,848,044","18,400,001","13,633,319","9,405,119","4,766,682","20,186,892",32,"17,901,539"
Arkansas,2009,"16,976,457","11,792,077","18,964,574","13,780,194","9,471,918","5,184,380","20,677,126",32,"18,096,020"
Arkansas,2010,"24,539,102","18,227,644","20,272,351","13,960,893","9,495,570","6,311,458","22,798,461",30,"19,590,007"
Arkansas,2011,"27,695,373","20,975,391","21,370,199","14,650,217","9,956,621","6,719,982","23,768,135",22,"20,768,175"
Arkansas,2012,"23,193,532","16,900,943","21,167,151","14,874,562","10,392,915","6,292,589","23,966,965",119,"21,011,434"
Arkansas,2013,"26,893,348","20,859,791","21,352,470","15,318,913","10,768,534","6,033,557","24,024,061",112,"21,013,590"
Arkansas,2014,"28,400,573","22,022,505","22,120,189","15,742,121","11,121,081","6,378,068","24,998,998",130,"21,897,666"
Arkansas,2015,"26,844,680","19,546,367","23,620,786","16,322,473","11,476,352","7,298,313","26,098,283",132,"23,150,699"
Arkansas,2016,"26,682,770","19,013,344","24,587,262","16,917,836","11,805,696","7,669,426","26,782,688",195,"23,797,198"
Arkansas,2017,"31,477,642","23,328,064","25,780,489","17,630,911","12,028,730","8,149,578","27,716,633",175,"24,699,870"
Arkansas,2018,"31,277,423","23,141,589","26,237,975","18,102,140","12,445,310","8,135,835","27,639,899",189,"24,480,579"
Rhode Island,2000,"7,427,400","6,231,017","5,747,638","4,551,255","3,412,355","1,196,383","6,432,385","25,989","5,586,083"
Rhode Island,2002,"6,861,649","5,095,492","6,636,386","4,870,229","3,622,244","1,766,157","7,938,761","27,950","6,784,354"
Rhode Island,2004,"9,701,058","7,541,016","7,797,182","5,637,140","4,202,266","2,160,042","8,917,740","26,560","7,650,340"
Rhode Island,2005,"9,731,402","7,623,094","8,149,476","6,041,168","4,499,624","2,108,308","9,226,429","27,314","7,916,650"
Rhode Island,2006,"10,134,778","8,035,333","8,401,210","6,301,765","4,678,855","2,099,445","9,587,306","38,272","8,208,052"
Rhode Island,2007,"11,233,388","9,129,978","8,782,458","6,679,048","4,786,633","2,103,410","10,023,283","27,575","8,563,423"
Rhode Island,2008,"9,444,261","7,369,558","8,979,449","6,904,746","4,876,810","2,074,703","10,567,245","28,021","8,981,196"
Rhode Island,2009,"7,666,105","5,225,705","9,302,154","6,861,754","4,782,590","2,440,400","10,749,716","25,138","8,944,477"
Rhode Island,2010,"11,726,388","9,005,459","9,654,405","6,933,476","4,825,993","2,720,929","11,303,070","22,249","9,089,790"
Rhode Island,2011,"12,729,640","9,840,156","10,102,020","7,212,536","5,050,676","2,889,484","11,483,065","20,936","9,265,755"
Rhode Island,2012,"11,393,466","8,872,008","10,256,890","7,735,432","5,269,520","2,521,458","11,468,561","18,547","9,371,113"
Rhode Island,2013,"12,589,181","10,119,162","10,536,369","8,066,350","5,389,284","2,470,019","11,356,832","18,204","9,366,840"
Rhode Island,2014,"12,670,322","9,975,410","10,567,393","7,872,481","5,465,835","2,694,912","11,792,125","18,338","9,854,275"
Rhode Island,2015,"12,357,380","9,445,530","11,157,475","8,245,625","5,694,178","2,911,850","12,261,929","18,246","10,470,937"
Rhode Island,2016,"12,297,022","9,344,853","11,254,970","8,302,801","5,862,102","2,952,169","12,529,527","18,459","10,636,927"
Rhode Island,2017,"13,232,923","10,325,092","11,290,399","8,382,568","5,932,950","2,907,831","12,867,315","18,735","10,927,012"
Rhode Island,2018,"13,667,921","10,705,032","11,753,853","8,790,964","6,189,769","2,962,889","13,249,708","19,907","11,341,895"
South Carolina,2000,"23,466,665","19,089,975","19,727,216","15,350,526","9,542,914","4,376,690","23,436,064",0,"20,259,774"
South Carolina,2002,"24,984,750","19,652,055","21,239,424","15,906,729","9,751,701","5,332,695","28,104,123",0,"23,819,949"
South Carolina,2004,"31,119,386","24,416,094","25,286,769","18,583,477","11,176,606","6,703,292","30,573,745",0,"25,713,805"
South Carolina,2005,"33,278,454","26,176,747","27,623,363","20,521,656","11,800,640","7,101,707","33,012,338",0,"28,003,310"
South Carolina,2006,"34,702,705","27,933,233","28,904,930","22,135,458","12,467,077","6,769,472","34,241,052","27,722","29,091,841"
South Carolina,2007,"39,525,819","32,464,543","31,381,600","24,320,324","13,887,552","7,061,276","36,661,420",0,"31,145,218"
South Carolina,2008,"35,329,048","28,989,955","31,189,661","24,850,568","13,765,746","6,339,093","39,734,654",0,"33,626,947"
South Carolina,2009,"32,283,538","25,016,261","32,488,870","25,221,593","13,586,407","7,267,277","42,137,565",0,"34,654,289"
South Carolina,2010,"42,508,501","34,525,673","33,641,261","25,658,433","13,254,149","7,982,828","42,800,177",0,"35,206,071"
South Carolina,2011,"45,753,442","37,041,925","35,218,841","26,507,324","13,743,481","8,711,517","42,570,212",0,"35,348,617"
South Carolina,2012,"39,556,268","32,222,877","33,853,935","26,520,544","14,296,050","7,333,391","41,499,897",0,"34,348,886"
South Carolina,2013,"43,811,192","36,670,334","34,803,678","27,662,820","15,094,932","7,140,858","42,372,449",0,"34,797,540"
South Carolina,2014,"47,661,015","38,844,423","37,793,835","28,977,243","15,689,194","8,816,592","44,179,663",0,"37,007,792"
South Carolina,2015,"46,795,744","37,195,634","40,150,417","30,550,307","16,686,751","9,600,110","45,918,121",0,"39,095,195"
South Carolina,2016,"46,702,477","37,301,762","40,840,648","31,439,933","16,933,567","9,400,715","47,427,647",0,"40,753,953"
South Carolina,2017,"52,867,792","42,969,174","42,817,892","32,919,274","17,658,730","9,898,618","50,374,664",0,"43,173,744"
South Carolina,2018,"54,012,017","43,963,889","44,621,240","34,573,113","18,865,091","10,048,127","52,112,429",0,"44,270,990"
South Dakota,2000,"4,277,467","3,408,253","3,490,528","2,621,314","1,735,628","869,214","3,760,194",0,"3,443,532"
South Dakota,2002,"3,964,187","2,813,894","3,901,972","2,751,679","1,841,448","1,150,293","4,275,780",0,"3,884,676"
South Dakota,2004,"5,592,781","4,232,882","4,382,673","3,022,774","2,015,931","1,359,899","4,659,617",0,"4,180,094"
South Dakota,2005,"5,856,731","4,482,470","4,547,278","3,173,017","2,119,021","1,374,261","4,973,020",0,"4,465,893"
South Dakota,2006,"6,055,554","4,675,822","4,830,050","3,450,318","2,237,953","1,379,732","5,209,772","8,659","4,674,105"
South Dakota,2007,"7,045,621","5,627,265","5,109,609","3,691,253","2,395,139","1,418,356","5,580,920",0,"4,987,973"
South Dakota,2008,"5,206,966","3,771,181","5,403,206","3,967,421","2,501,924","1,435,785","5,870,383",0,"5,260,580"
South Dakota,2009,"4,520,377","2,920,486","5,595,138","3,995,247","2,555,654","1,599,891","6,489,782",0,"5,754,688"
South Dakota,2010,"6,940,774","4,985,494","5,977,157","4,021,877","2,580,953","1,955,280","6,844,936",0,"6,031,978"
South Dakota,2011,"8,454,486","6,402,733","6,189,096","4,137,343","2,702,211","2,051,753","7,069,249",0,"6,219,524"
South Dakota,2012,"6,841,455","5,042,951","6,112,172","4,313,668","2,895,466","1,798,504","7,012,056",0,"6,181,745"
South Dakota,2013,"8,383,992","6,646,552","6,183,199","4,445,759","2,960,806","1,737,440","7,169,312",0,"6,290,488"
South Dakota,2014,"8,817,379","7,121,622","6,400,024","4,704,267","3,125,075","1,695,757","7,365,174",0,"6,462,183"
South Dakota,2015,"7,526,089","5,889,123","6,457,372","4,820,406","3,269,129","1,636,966","7,560,210",0,"6,648,371"
South Dakota,2016,"7,345,444","5,748,766","6,667,861","5,071,183","3,492,953","1,596,678","7,968,349",0,"6,991,451"
South Dakota,2017,"9,135,012","7,468,373","6,971,578","5,304,939","3,719,873","1,666,639","8,051,340",0,"7,084,444"
South Dakota,2018,"8,850,202","7,185,188","7,159,158","5,494,144","3,786,836","1,665,014","8,228,069",0,"7,234,550"
Tennessee,2000,"33,624,769","27,304,118","24,823,513","18,502,862","12,431,196","6,320,651","32,009,918",0,"25,272,358"
Tennessee,2002,"33,483,212","25,879,143","27,483,649","19,879,580","12,973,768","7,604,069","36,638,052",0,"28,952,456"
Tennessee,2004,"42,075,025","33,482,102","31,611,162","23,018,239","15,043,033","8,592,923","41,948,287",0,"31,768,937"
Tennessee,2005,"44,888,233","35,792,981","34,869,254","25,774,002","15,993,302","9,095,252","42,800,484",0,"33,958,107"
Tennessee,2006,"47,231,559","38,585,179","36,044,186","27,397,806","17,253,356","8,646,380","44,410,146","92,606","34,520,721"
Tennessee,2007,"52,636,772","43,725,086","38,861,522","29,949,836","18,686,760","8,911,686","49,274,434",0,"36,132,607"
Tennessee,2008,"48,191,290","39,347,360","39,298,920","30,454,990","18,945,466","8,843,930","49,559,630",0,"38,174,274"
Tennessee,2009,"42,002,495","32,811,156","38,064,503","28,873,164","18,066,830","9,191,339","52,757,800",0,"40,262,515"
Tennessee,2010,"54,296,713","42,095,314","40,294,877","28,093,478","18,301,912","12,201,399","53,553,859","9,330","40,867,865"
Tennessee,2011,"60,288,525","47,350,543","42,686,492","29,748,510","19,160,639","12,937,982","55,242,375","7,962","42,151,561"
Tennessee,2012,"54,133,354","42,031,980","41,525,748","29,424,374","19,278,343","12,101,374","55,663,532",0,"42,808,558"
Tennessee,2013,"57,703,960","46,023,093","42,014,229","30,333,362","20,074,634","11,680,867","54,769,506",0,"42,276,335"
Tennessee,2014,"59,978,454","48,598,984","41,784,467","30,404,997","20,199,281","11,379,470","56,222,815",0,"43,069,019"
Tennessee,2015,"56,248,062","44,893,925","43,696,347","32,342,210","21,446,186","11,354,137","56,716,704",0,"43,999,282"
Tennessee,2016,"56,600,967","44,508,671","45,101,054","33,008,758","21,963,292","12,092,296","57,765,304",0,"45,044,663"
Tennessee,2017,"62,268,083","50,267,909","45,947,406","33,947,232","21,822,929","12,000,174","59,655,853",0,"46,991,686"
Tennessee,2018,"67,318,274","54,706,680","47,292,463","34,680,869","22,196,771","12,611,594","62,570,654",0,"49,109,378"
