dcplanid,state,planname,fy,year_est,ppd_id,planname_db,primary,cashbalance,hybrid,mandatory_default,plantype,eligible_eegroups,actives,inactives,members_total,assets,investmentoptions,eq_avg,ee_contrate_mandatory,ee_contrate_max,ee_contrate_verbatim,er_contrate_matchrate,er_contrate_fixedrate,er_contrate_verbatim,conts_ee,conts_er,coveredpayroll,er_contrate_match,er_contrate_fixed,Column1
43,TX,Texas Municipal TMRS,2016,1947,107,Texas Municipal,1,1,,1,,All Texas Municipal employees are automatically enrolleed in the cash balance plan.,108891,53721,222223,25233206,,,,,"5, 6, or 7% of earnings, depending on city policy",,,"Match equal to 100%, 150% or 200% of employee contributions, depending on city policy",389919,768252.338,,,,
43,TX,Texas Municipal TMRS,2017,1947,107,Texas Municipal,1,1,,1,,All Texas Municipal employees are automatically enrolleed in the cash balance plan.,110208,57369,230353,28649375,,,,,"5, 6, or 7% of earnings, depending on city policy",,,"Match equal to 100%, 150% or 200% of employee contributions, depending on city policy",410528,838363.116,,,,
43,TX,Texas Municipal TMRS,2018,1947,107,Texas Municipal,1,1,,1,,All Texas Municipal employees are automatically enrolleed in the cash balance plan.,111851,62465,240367,27683629,,,,,"5, 6, or 7% of earnings, depending on city policy",,,"Match equal to 100%, 150% or 200% of employee contributions, depending on city policy",427808,881531.535,,,,
43,TX,Texas Municipal TMRS,2019,1947,107,Texas Municipal,1,1,,1,,All Texas Municipal employees are automatically enrolleed in the cash balance plan.,114384,65560,249569,31813811,,,,,"5, 6, or 7% of earnings, depending on city policy",,,"Match equal to 100%, 150% or 200% of employee contributions, depending on city policy",453608,930236.155,,,,
44,TX,Texas County & District TCDRS,2015,1967,104,Texas County & District,1,1,,1,,All TCDRS employees are automatically enrolled in the cash balance plan.,129217,141770,270987,24624318,,,,,"4% to 7%, depending on employer",,,Actuarial rates,414807,743149.2340000001,,,,
44,TX,Texas County & District TCDRS,2016,1967,104,Texas County & District,1,1,,1,,All TCDRS employees are automatically enrolled in the cash balance plan.,131140,150913,282053,26353376,,,,,"4% to 7%, depending on employer",,,Actuarial rates,432765,771701.126,,,,
44,TX,Texas County & District TCDRS,2017,1967,104,Texas County & District,1,1,,1,,All TCDRS employees are automatically enrolled in the cash balance plan.,135751,158492,294243,30410881,,,,,"4% to 7%, depending on employer",,,Actuarial rates,453436,823501.201,,,,
44,TX,Texas County & District TCDRS,2018,1967,104,Texas County & District,1,1,,1,,All TCDRS employees are automatically enrolled in the cash balance plan.,137528,167779,305307,29681648,,,,,"4% to 7%, depending on employer",,,Actuarial rates,469787,869683.3050000001,,,,
44,TX,Texas County & District TCDRS,2019,1967,104,Texas County & District,1,1,,1,,All TCDRS employees are automatically enrolled in the cash balance plan.,142265,177799,320064,34346690,,,,,"4% to 7%, depending on employer",,,Actuarial rates,498343,939026.347,,,,
45,UT,Utah – Tier II Defined Contribution Plan,2015,2011,112,Utah Noncontributory,1,,,0,401(k),"A person initially entering full-time employment on or after July 1, 2011, can elect to join the Tier 2 Defined Contribution plan.",,,3915,,23,,0,,,,.1,Individual employers can choose whether or not to offer a match.,,,,,,
45,UT,Utah – Tier II Defined Contribution Plan,2016,2011,112,Utah Noncontributory,1,,,0,401(k),"A person initially entering full-time employment on or after July 1, 2011, can elect to join the Tier 2 Defined Contribution plan.",,,5017,,21,,0,,,,.1,Individual employers can choose whether or not to offer a match.,,,,,,
45,UT,Utah – Tier II Defined Contribution Plan,2017,2011,112,Utah Noncontributory,1,,,0,401(k),"A person initially entering full-time employment on or after July 1, 2011, can elect to join the Tier 2 Defined Contribution plan.",,,5649,,21,,0,,,,.1,Individual employers can choose whether or not to offer a match.,,,,,,
45,UT,Utah – Tier II Defined Contribution Plan,2018,2011,112,Utah Noncontributory,1,,,0,401(k),"A person initially entering full-time employment on or after July 1, 2011, can elect to join the Tier 2 Defined Contribution plan.",,,6395,,22,,0,,,,.1,Individual employers can choose whether or not to offer a match.,,,,,,
45,UT,Utah – Tier II Defined Contribution Plan,2019,2011,112,Utah Noncontributory,1,,,0,401(k),"A person initially entering full-time employment on or after July 1, 2011, can elect to join the Tier 2 Defined Contribution plan.",,,7562,,22,,0,,,,.1,Individual employers can choose whether or not to offer a match.,,,,,,
46,UT,Utah – Tier II Contributory Hybrid,2015,2011,112,Utah Noncontributory,1,,1,1,401(k),"A person initially entering full-time employment on or after July 1, 2011, is by default enrolled into the Tier 2 Hybrid System.",18066,,18066,,23,,0,,,,,"Fixed: 10% less an actuarially-determined Hybrid DB Plan Rate. Additionally, Individual employers can choose whether or not to offer a match.",,,,,,
46,UT,Utah – Tier II Contributory Hybrid,2016,2011,112,Utah Noncontributory,1,,1,1,401(k),"A person initially entering full-time employment on or after July 1, 2011, is by default enrolled into the Tier 2 Hybrid System.",22855,93,22949,,21,,0,,,,,"Fixed: 10% less an actuarially-determined Hybrid DB Plan Rate. Additionally, Individual employers can choose whether or not to offer a match.",,,,,,
46,UT,Utah – Tier II Contributory Hybrid,2017,2011,112,Utah Noncontributory,1,,1,1,401(k),"A person initially entering full-time employment on or after July 1, 2011, is by default enrolled into the Tier 2 Hybrid System.",26612,427,27048,,21,,0,,,,,"Fixed: 10% less an actuarially-determined Hybrid DB Plan Rate. Additionally, Individual employers can choose whether or not to offer a match.",,,,,,
46,UT,Utah – Tier II Contributory Hybrid,2018,2011,112,Utah Noncontributory,1,,1,1,401(k),"A person initially entering full-time employment on or after July 1, 2011, is by default enrolled into the Tier 2 Hybrid System.",29849,1136,31011,,22,,0,,,,,"Fixed: 10% less an actuarially-determined Hybrid DB Plan Rate. Additionally, Individual employers can choose whether or not to offer a match.",,,,,,
46,UT,Utah – Tier II Contributory Hybrid,2019,2011,112,Utah Noncontributory,1,,1,1,401(k),"A person initially entering full-time employment on or after July 1, 2011, is by default enrolled into the Tier 2 Hybrid System.",33591,1989,35644,,22,,0,,,,,"Fixed: 10% less an actuarially-determined Hybrid DB Plan Rate. Additionally, Individual employers can choose whether or not to offer a match.",,,,,,
47,WA,Washington PERS – Plan 3,2015,2000,119,Washington PERS 2/3,1,,1,0,401(a),"New members who met the same employer membership eligibility requirements as PERS Plan 2, new state agency and higher education members hired on or after 3/1/2002 who chose Plan 3, new members for all other employers hired on or after 9/1/2002 who chose Plan 3, and PERS Plan 2 members hired on or after 10/1/1977 who met transfer eligibility requirements and made a permanent choice to transfer to PERS Plan 3.",30694,7209,37903,2482108,,,.05,.15,,,0,,110936,0,1779800,,,
47,WA,Washington PERS – Plan 3,2016,2000,119,Washington PERS 2/3,1,,1,0,401(a),"New members who met the same employer membership eligibility requirements as PERS Plan 2, new state agency and higher education members hired on or after 3/1/2002 who chose Plan 3, new members for all other employers hired on or after 9/1/2002 who chose Plan 3, and PERS Plan 2 members hired on or after 10/1/1977 who met transfer eligibility requirements and made a permanent choice to transfer to PERS Plan 3.",32923,8931,41854,2546918,,,.05,.15,,,0,,119988,0,1931600,,,
47,WA,Washington PERS – Plan 3,2017,2000,119,Washington PERS 2/3,1,,1,0,401(a),"New members who met the same employer membership eligibility requirements as PERS Plan 2, new state agency and higher education members hired on or after 3/1/2002 who chose Plan 3, new members for all other employers hired on or after 9/1/2002 who chose Plan 3, and PERS Plan 2 members hired on or after 10/1/1977 who met transfer eligibility requirements and made a permanent choice to transfer to PERS Plan 3.",34458,9877,44335,2912689,,,.05,.15,,,0,,129969,0,2089900,,,
47,WA,Washington PERS – Plan 3,2018,2000,119,Washington PERS 2/3,1,,1,0,401(a),"New members who met the same employer membership eligibility requirements as PERS Plan 2, new state agency and higher education members hired on or after 3/1/2002 who chose Plan 3, new members for all other employers hired on or after 9/1/2002 who chose Plan 3, and PERS Plan 2 members hired on or after 10/1/1977 who met transfer eligibility requirements and made a permanent choice to transfer to PERS Plan 3.",35589,11170,46759,3196835,,,.05,.15,,,0,,142804,0,2278000,,,
47,WA,Washington PERS – Plan 3,2019,2000,119,Washington PERS 2/3,1,,1,0,401(a),"New members who met the same employer membership eligibility requirements as PERS Plan 2, new state agency and higher education members hired on or after 3/1/2002 who chose Plan 3, new members for all other employers hired on or after 9/1/2002 who chose Plan 3, and PERS Plan 2 members hired on or after 10/1/1977 who met transfer eligibility requirements and made a permanent choice to transfer to PERS Plan 3.",37545,12090,49635,3323284,,,.05,.15,,,0,,154982,0,2449000,,,
47,WA,Washington PERS – Plan 3,2020,2000,119,Washington PERS 2/3,1,,1,0,401(a),"New members who met the same employer membership eligibility requirements as PERS Plan 2, new state agency and higher education members hired on or after 3/1/2002 who chose Plan 3, new members for all other employers hired on or after 9/1/2002 who chose Plan 3, and PERS Plan 2 members hired on or after 10/1/1977 who met transfer eligibility requirements and made a permanent choice to transfer to PERS Plan 3.",38916,12947,51863,3437131,,,.05,.15,,,0,,169706,0,,,,1
48,WA,Washington SERS – Plan 3,2015,1998,120,Washington School Employees Plan 2/3,1,,1,0,401(a),All classified employees of school districts or educational service districts (on or after 9/1/2000 and employees on or after 7/1/2007 with no past PERS Plan 2 service who chose Plan 3),30832,11788,42620,1745369,,,.05,.15,,,0,,62645,0,962500,,,
48,WA,Washington SERS – Plan 3,2016,1998,120,Washington School Employees Plan 2/3,1,,1,0,401(a),All classified employees of school districts or educational service districts (on or after 9/1/2000 and employees on or after 7/1/2007 with no past PERS Plan 2 service who chose Plan 3),32409,14614,47023,1759684,,,.05,.15,,,0,,67713,0,1042800,,,
48,WA,Washington SERS – Plan 3,2017,1998,120,Washington School Employees Plan 2/3,1,,1,0,401(a),All classified employees of school districts or educational service districts (on or after 9/1/2000 and employees on or after 7/1/2007 with no past PERS Plan 2 service who chose Plan 3),33890,16065,49955,1968794,,,.05,.15,,,0,,71737,0,1127300,,,
48,WA,Washington SERS – Plan 3,2018,1998,120,Washington School Employees Plan 2/3,1,,1,0,401(a),All classified employees of school districts or educational service districts (on or after 9/1/2000 and employees on or after 7/1/2007 with no past PERS Plan 2 service who chose Plan 3),34930,17544,52474,2115578,,,.05,.15,,,0,,79858,0,1218600,,,
48,WA,Washington SERS – Plan 3,2019,1998,120,Washington School Employees Plan 2/3,1,,1,0,401(a),All classified employees of school districts or educational service districts (on or after 9/1/2000 and employees on or after 7/1/2007 with no past PERS Plan 2 service who chose Plan 3),35746,18990,54736,2167281,,,.05,.15,,,0,,86755,0,1365200,,,
48,WA,Washington SERS – Plan 3,2020,1998,120,Washington School Employees Plan 2/3,1,,1,0,401(a),All classified employees of school districts or educational service districts (on or after 9/1/2000 and employees on or after 7/1/2007 with no past PERS Plan 2 service who chose Plan 3),36772,20264,57036,2198668,,,.05,.15,,,0,,92371,0,,,,1
49,WA,Washington TRS – Plan 3,2015,1995,122,Washington Teachers Plan 2/3,1,,1,0,401(a),"All certificated public school employees who worked in an instructional, administrative or supervisory capacity (on or after 7/1/1996 and employees on or after 7/1/2007 who chose Plan 3).",51837,13749,65586,7423028,,,.05,.15,,,0,,286156,0,3721900,,,
49,WA,Washington TRS – Plan 3,2016,1995,122,Washington Teachers Plan 2/3,1,,1,0,401(a),"All certificated public school employees who worked in an instructional, administrative or supervisory capacity (on or after 7/1/1996 and employees on or after 7/1/2007 who chose Plan 3).",53417,17239,70656,7569821,,,.05,.15,,,0,,309813,0,3947300,,,
49,WA,Washington TRS – Plan 3,2017,1995,122,Washington Teachers Plan 2/3,1,,1,0,401(a),"All certificated public school employees who worked in an instructional, administrative or supervisory capacity (on or after 7/1/1996 and employees on or after 7/1/2007 who chose Plan 3).",54487,18857,73344,8589975,,,.05,.15,,,0,,322155,0,4196100,,,
49,WA,Washington TRS – Plan 3,2018,1995,122,Washington Teachers Plan 2/3,1,,1,0,401(a),"All certificated public school employees who worked in an instructional, administrative or supervisory capacity (on or after 7/1/1996 and employees on or after 7/1/2007 who chose Plan 3).",55117,20695,75812,9352705,,,.05,.15,,,0,,349801,0,4472600,,,
49,WA,Washington TRS – Plan 3,2019,1995,122,Washington Teachers Plan 2/3,1,,1,0,401(a),"All certificated public school employees who worked in an instructional, administrative or supervisory capacity (on or after 7/1/1996 and employees on or after 7/1/2007 who chose Plan 3).",55733,22420,78153,9679339,,,.05,.15,,,0,,389550,0,5079600,,,
49,WA,Washington TRS – Plan 3,2020,1995,122,Washington Teachers Plan 2/3,1,,1,0,401(a),"All certificated public school employees who worked in an instructional, administrative or supervisory capacity (on or after 7/1/1996 and employees on or after 7/1/2007 who chose Plan 3).",56593,23595,80188,9948245,,,.05,.15,,,0,,406302,0,,,,1
50,VA,Virginia RS - Hybrid,2015,2014,115,Virginia Retirement System,1,,1,1,401(a),"Most, but not all, VRS employees. Exceptions include state police, Virginia law officers, and certain political subdivision members.",,,,24212,22,,.01,.05,,,.01,"Match: 1% match for first 1% of employee voluntary contributions; 0.5% for each 1% of employee voluntary contributions thereafter, to a maximum employer contribution of 3.5%",13194,10464,,,,
50,VA,Virginia RS - Hybrid,2016,2014,115,Virginia Retirement System,1,,1,1,401(a),"Most, but not all, VRS employees. Exceptions include state police, Virginia law officers, and certain political subdivision members.",,,,75404,23,,.01,.05,,,.01,"Match: 1% match for first 1% of employee voluntary contributions; 0.5% for each 1% of employee voluntary contributions thereafter, to a maximum employer contribution of 3.5%",28683,23248,,,,
50,VA,Virginia RS - Hybrid,2017,2014,115,Virginia Retirement System,1,,1,1,401(a),"Most, but not all, VRS employees. Exceptions include state police, Virginia law officers, and certain political subdivision members.",,,,185025,22,,.01,.05,,,.01,"Match: 1% match for first 1% of employee voluntary contributions; 0.5% for each 1% of employee voluntary contributions thereafter, to a maximum employer contribution of 3.5%",56228,40972,,,,
50,VA,Virginia RS - Hybrid,2018,2014,115,Virginia Retirement System,1,,1,1,401(a),"Most, but not all, VRS employees. Exceptions include state police, Virginia law officers, and certain political subdivision members.",,,,331845,22,,.01,.05,,,.01,"Match: 1% match for first 1% of employee voluntary contributions; 0.5% for each 1% of employee voluntary contributions thereafter, to a maximum employer contribution of 3.5%",75562,58136,,,,
50,VA,Virginia RS - Hybrid,2019,2014,115,Virginia Retirement System,1,,1,1,401(a),"Most, but not all, VRS employees. Exceptions include state police, Virginia law officers, and certain political subdivision members.",,,,523116,22,,.01,.05,,,.01,"Match: 1% match for first 1% of employee voluntary contributions; 0.5% for each 1% of employee voluntary contributions thereafter, to a maximum employer contribution of 3.5%",100183,73624,,,,
50,VA,Virginia RS - Hybrid,2020,2014,115,Virginia Retirement System,1,,1,1,401(a),"Most, but not all, VRS employees. Exceptions include state police, Virginia law officers, and certain political subdivision members.",128494,,,764353,22,,.01,.05,,,.01,"Match: 1% match for first 1% of employee voluntary contributions; 0.5% for each 1% of employee voluntary contributions thereafter, to a maximum employer contribution of 3.5%",134712,101501,,,,1
51,DC,"Washington, DC, 401a",2015,1996,,,1,,,1,401(a),"All District employees who do not participate int he Police Officers, Firefighters, Teachers and Civil Service Retirement System are eligible to participate in the 401a plan upon completing one year of service.",16462,,,,,,0,,,,,5%; 5.5% for detention officers,,54174,,,,
51,DC,"Washington, DC, 401a",2016,1996,,,1,,,1,401(a),"All District employees who do not participate int he Police Officers, Firefighters, Teachers and Civil Service Retirement System are eligible to participate in the 401a plan upon completing one year of service.",17222,,,,,,0,,,,,5%; 5.5% for detention officers,,60382,,,,
51,DC,"Washington, DC, 401a",2017,1996,,,1,,,1,401(a),"All District employees who do not participate int he Police Officers, Firefighters, Teachers and Civil Service Retirement System are eligible to participate in the 401a plan upon completing one year of service.",17837,,,,,,0,,,,,5%; 5.5% for detention officers,,65133,,,,
51,DC,"Washington, DC, 401a",2018,1996,,,1,,,1,401(a),"All District employees who do not participate int he Police Officers, Firefighters, Teachers and Civil Service Retirement System are eligible to participate in the 401a plan upon completing one year of service.",18745,,,,,,0,,,,,5%; 5.5% for detention officers,,69458,,,,
51,DC,"Washington, DC, 401a",2019,1996,,,1,,,1,401(a),"All District employees who do not participate int he Police Officers, Firefighters, Teachers and Civil Service Retirement System are eligible to participate in the 401a plan upon completing one year of service.",19595,,,,,,0,,,,,5%; 5.5% for detention officers,,73753,,,,
51,DC,"Washington, DC, 401a",2020,1996,,,1,,,1,401(a),"All District employees who do not participate int he Police Officers, Firefighters, Teachers and Civil Service Retirement System are eligible to participate in the 401a plan upon completing one year of service.",19967,,,,,,0,,,,,5%; 5.5% for detention officers,,79311,,,,1
52,AL,Public Employees' Individual Retirement Account/Deferred Compensation Plan (RSA-1),2015,1986,,Alabama ERS,0,,,0,457(b),"All ERS, TRS, and JRF",,,35742,1965884,,,,,,,,,142674,,,,,
52,AL,Public Employees' Individual Retirement Account/Deferred Compensation Plan (RSA-1),2016,1986,,Alabama ERS,0,,,0,457(b),"All ERS, TRS, and JRF",,,35886,2134573,,,,,,,,,131841,,,,,
52,AL,Public Employees' Individual Retirement Account/Deferred Compensation Plan (RSA-1),2017,1986,,Alabama ERS,0,,,0,457(b),"All ERS, TRS, and JRF",,,36289,2169089,,,,,,,,,91175,,,,,
52,AL,Public Employees' Individual Retirement Account/Deferred Compensation Plan (RSA-1),2018,1986,,Alabama ERS,0,,,0,457(b),"All ERS, TRS, and JRF",,,36892,2237035,,,,,,,,,82690,,,,,
52,AL,Public Employees' Individual Retirement Account/Deferred Compensation Plan (RSA-1),2019,1986,,Alabama ERS,0,,,0,457(b),"All ERS, TRS, and JRF",,,37644,2267320,,,,,,,,,77972,,,,,
52,AL,Public Employees' Individual Retirement Account/Deferred Compensation Plan (RSA-1),2020,1986,,Alabama ERS,0,,,0,457(b),"All ERS, TRS, and JRF",,,,,,,,,,,,,,,,,,1
54,AK,State of Alaska Deferred Compensation Plan,2015,1974,,Alaska PERS,0,,,0,457(b),"All permanent and long-term nonpermanent employees and elected officials of the State and, with the March 1, 2006 amendment, members of State boards and commissions",,,11100,816181,,,Minimum of $50 per month,,,,,,45552,,,,,
54,AK,State of Alaska Deferred Compensation Plan,2016,1974,,Alaska PERS,0,,,0,457(b),"All permanent and long-term nonpermanent employees and elected officials of the State and, with the March 1, 2006 amendment, members of State boards and commissions",,,11200,815174,,,Minimum of $50 per month,,,,,,43879,,,,,
54,AK,State of Alaska Deferred Compensation Plan,2017,1974,,Alaska PERS,0,,,0,457(b),"All permanent and long-term nonpermanent employees and elected officials of the State and, with the March 1, 2006 amendment, members of State boards and commissions",,,11100,884697,,,Minimum of $50 per month,,,,,,43065,,,,,
54,AK,State of Alaska Deferred Compensation Plan,2018,1974,,Alaska PERS,0,,,0,457(b),"All permanent and long-term nonpermanent employees and elected officials of the State and, with the March 1, 2006 amendment, members of State boards and commissions",,,11230,945687,,,Minimum of $50 per month,,,,,,41462,,,,,
54,AK,State of Alaska Deferred Compensation Plan,2019,1974,,Alaska PERS,0,,,0,457(b),"All permanent and long-term nonpermanent employees and elected officials of the State and, with the March 1, 2006 amendment, members of State boards and commissions",,,11534,992174,,,Minimum of $50 per month,,,,,,42495,,,,,
54,AK,State of Alaska Deferred Compensation Plan,2020,1974,,Alaska PERS,0,,,0,457(b),"All permanent and long-term nonpermanent employees and elected officials of the State and, with the March 1, 2006 amendment, members of State boards and commissions",,,11940,1004617,,,Minimum of $50 per month,,,,,,46008,,,,,1
55,AK,Alaska Supplemental Benefits System,2017,,,,0,,,0,,,,,,,,,,,,,,,,,,,,
55,AK,Alaska Supplemental Benefits System,2018,,,,0,,,0,,,,,,,,,,,,,,,,,,,,
55,AK,Alaska Supplemental Benefits System,2019,,,,0,,,0,,,,,,,,,,,,,,,,,,,,
55,AK,Alaska Supplemental Benefits System,2020,,,,0,,,0,,,,,,,,,,,,,,,,,,,,1
59,AR,Arkansas Diamond Deferred Compensation Plan,2015,,,,0,,,0,457(b),All State employees and employees of participating local employers,,,,636600,,,,,,,,,,,,,,
59,AR,Arkansas Diamond Deferred Compensation Plan,2016,,,,0,,,0,457(b),All State employees and employees of participating local employers,,,,650700,,,,,,,,,,,,,,
59,AR,Arkansas Diamond Deferred Compensation Plan,2017,,,,0,,,0,457(b),All State employees and employees of participating local employers,,,,726900,,,,,,,,,,,,,,
59,AR,Arkansas Diamond Deferred Compensation Plan,2018,,,,0,,,0,457(b),All State employees and employees of participating local employers,,,,796600,,,,,,,,,,,,,,
59,AR,Arkansas Diamond Deferred Compensation Plan,2019,,,,0,,,0,457(b),All State employees and employees of participating local employers,,,,843400,,,,,,,,,,,,,,
59,AR,Arkansas Diamond Deferred Compensation Plan,2020,,,,0,,,0,,,,,,,,,,,,,,,,,,,,1
60,CA,CalPERS Supplemental Income 457 Plan,2015,1990,,,0,,,0,457(b),Employees of participating public agencies and schools,,,27652,1341869,,,,,,,,,106272,,,,,
60,CA,CalPERS Supplemental Income 457 Plan,2016,1990,,,0,,,0,457(b),Employees of participating public agencies and schools,,,27210,1292182,,,,,,,,,106072,,,,,
60,CA,CalPERS Supplemental Income 457 Plan,2017,1990,,,0,,,0,457(b),Employees of participating public agencies and schools,,,28337,1447432,,,,,,,,,110258,,,,,
60,CA,CalPERS Supplemental Income 457 Plan,2018,1990,,,0,,,0,457(b),Employees of participating public agencies and schools,,,27264,1503140,,,,,,,,,112586,,,,,
60,CA,CalPERS Supplemental Income 457 Plan,2019,1990,,,0,,,0,457(b),Employees of participating public agencies and schools,,,30733,1691426,,,,,,,,,251102,,,,,
60,CA,CalPERS Supplemental Income 457 Plan,2020,1990,,,0,,,0,457(b),Employees of participating public agencies and schools,,,31821,1786404,,,,,,,,,150108,,,,,1
61,CA,CalPERS Supplemental Contributions Plan,2015,2000,,,0,,,0,401(k),State employees; active judges who are members of the JRS I and II,,,9017,134138,,,,,,,,,127833,,,,,
61,CA,CalPERS Supplemental Contributions Plan,2016,2000,,,0,,,0,401(k),State employees; active judges who are members of the JRS I and II,,,8147,125407,,,,,,,,,269,,,,,
61,CA,CalPERS Supplemental Contributions Plan,2017,2000,,,0,,,0,401(k),State employees; active judges who are members of the JRS I and II,,,7641,121657,,,,,,,,,246,,,,,
61,CA,CalPERS Supplemental Contributions Plan,2018,2000,,,0,,,0,401(k),State employees; active judges who are members of the JRS I and II,,,7254,117394,,,,,,,,,252,,,,,
61,CA,CalPERS Supplemental Contributions Plan,2019,2000,,,0,,,0,401(k),State employees; active judges who are members of the JRS I and II,,,6897,115302,,,,,,,,,251,,,,,
61,CA,CalPERS Supplemental Contributions Plan,2020,2000,,,0,,,0,401(k),State employees; active judges who are members of the JRS I and II,,,6661,114633,,,,,,,,,254,,,,,
62,CA,Savings Plus Plans 457(b),2015,1974,,,0,,,0,457(b),"All eligible participants in CalPERS, JRS, LRS, and CalSTRS",,,134440,5462086,,,,,,,,,,,,,,
62,CA,Savings Plus Plans 457(b),2016,1974,,,0,,,0,457(b),"All eligible participants in CalPERS, JRS, LRS, and CalSTRS",,,140840,5929086,,,,,,,,,352807,,,,,
62,CA,Savings Plus Plans 457(b),2017,1974,,,0,,,0,457(b),"All eligible participants in CalPERS, JRS, LRS, and CalSTRS",,,147759,6812637,,,,,,,,,385635,,,,,
62,CA,Savings Plus Plans 457(b),2018,1974,,,0,,,0,457(b),"All eligible participants in CalPERS, JRS, LRS, and CalSTRS",,,155888,6578217,,,,,,,,,432365,,,,,
62,CA,Savings Plus Plans 457(b),2019,1974,,,0,,,0,457(b),"All eligible participants in CalPERS, JRS, LRS, and CalSTRS",,,164044,7971758,,,,,,,,,463013,,,,,
62,CA,Savings Plus Plans 457(b),2020,1974,,,0,,,0,457(b),"All eligible participants in CalPERS, JRS, LRS, and CalSTRS",,,168569,9133629,,,,,,,,,493633,,,,,
63,CA,Savings Plus Plans 401(k),2015,1985,,,0,,,0,401(k),"All eligible participants in CalPERS, JRS, LRS, and CalSTRS",,,109828,5345914,,,,,,,,,,,,,,
63,CA,Savings Plus Plans 401(k),2016,1985,,,0,,,0,401(k),"All eligible participants in CalPERS, JRS, LRS, and CalSTRS",,,110828,5885914,,,,,,,,,331031,,,,,
63,CA,Savings Plus Plans 401(k),2017,1985,,,0,,,0,401(k),"All eligible participants in CalPERS, JRS, LRS, and CalSTRS",,,113146,6879497,,,,,,,,,355229,,,,,
63,CA,Savings Plus Plans 401(k),2018,1985,,,0,,,0,401(k),"All eligible participants in CalPERS, JRS, LRS, and CalSTRS",,,115263,6632320,,,,,,,,,386791,,,,,
63,CA,Savings Plus Plans 401(k),2019,1985,,,0,,,0,401(k),"All eligible participants in CalPERS, JRS, LRS, and CalSTRS",,,117372,8119253,,,,,,,,,405904,,,,,
63,CA,Savings Plus Plans 401(k),2020,1985,,,0,,,0,401(k),"All eligible participants in CalPERS, JRS, LRS, and CalSTRS",,,118028,9209300,,,,,,,,,421881,,,,,
64,CO,Colorado PERA Deferred Compensation Plan,2015,2009,,,0,,,0,457(b),State and local government employees of participating employers,,,17814,692100,,,,,,,,,49719,,,,,
64,CO,Colorado PERA Deferred Compensation Plan,2016,2009,,,0,,,0,457(b),State and local government employees of participating employers,,,17921,752087,,,,,,,,,51601,,,,,
64,CO,Colorado PERA Deferred Compensation Plan,2017,2009,,,0,,,0,457(b),State and local government employees of participating employers,,,18211,865876,,,,,,,,,57088,,,,,
64,CO,Colorado PERA Deferred Compensation Plan,2018,2009,,,0,,,0,457(b),State and local government employees of participating employers,,,18479,818450,,,,,,,,,57981,,,,,
64,CO,Colorado PERA Deferred Compensation Plan,2019,2009,,,0,,,0,457(b),State and local government employees of participating employers,,,18919,989938,,,,,,,,,64151,,,,,
64,CO,Colorado PERA Deferred Compensation Plan,2020,2009,,,0,,,0,457(b),State and local government employees of participating employers,,,19438,1144314,,,,,,,,,70764,,,,,
65,CO,Colorado PERAPlus 401(k) Plan,2015,1985,,,0,,,0,401(k),All employees of a PERA employer,,,68791,2645337,,,,,,,,,129990,,,,,
65,CO,Colorado PERAPlus 401(k) Plan,2016,1985,,,0,,,0,401(k),All employees of a PERA employer,,,68752,2831003,,,,,,,,,129909,,,,,
65,CO,Colorado PERAPlus 401(k) Plan,2017,1985,,,0,,,0,401(k),All employees of a PERA employer,,,68891,3276053,,,,,,,,,135303,,,,,
65,CO,Colorado PERAPlus 401(k) Plan,2018,1985,,,0,,,0,401(k),All employees of a PERA employer,,,68700,3042851,,,,,,,,,132189,,,,,
65,CO,Colorado PERAPlus 401(k) Plan,2019,1985,,,0,,,0,401(k),All employees of a PERA employer,,,68920,3673876,,,,,,,,,140519,,,,,
65,CO,Colorado PERAPlus 401(k) Plan,2020,1985,,,0,,,0,401(k),All employees of a PERA employer,,,68647,4167830,,,,,,,,,140656,,,,,
66,CO,Colorado PERA Defined Contribution Plan,2015,2006,,,1,,,0,401(a),"State employees, certain community college employees, local government division members, and state university employees hired after January 1, 2006 ",,,5403,141316,,,,,State Division: 8.75%; Local Government Division:8.0%; Safety Officers: 10.75%,,,"Employer contributions vary by year, and are published a year in advance.",9830,12428,,,,
66,CO,Colorado PERA Defined Contribution Plan,2016,2006,,,1,,,0,401(a),"State employees, certain community college employees, local government division members, and state university employees hired after January 1, 2006 ",,,5761,167606,,,,,State Division: 8.75%; Local Government Division:8.0%; Safety Officers: 10.75%,,,"Employer contributions vary by year, and are published a year in advance.",10382,13060,,,,
66,CO,Colorado PERA Defined Contribution Plan,2017,2006,,,1,,,0,401(a),"State employees, certain community college employees, local government division members, and state university employees hired after January 1, 2006 ",,,6097,211319,,,,,State Division: 8.75%; Local Government Division:8.0%; Safety Officers: 10.75%,,,"Employer contributions vary by year, and are published a year in advance.",11411,14309,,,,
66,CO,Colorado PERA Defined Contribution Plan,2018,2006,,,1,,,0,401(a),"State employees, certain community college employees, local government division members, and state university employees hired after January 1, 2006 ",,,6363,206003,,,,,State Division: 8.75%; Local Government Division:8.0%; Safety Officers: 10.75%,,,"Employer contributions vary by year, and are published a year in advance.",10573,13201,,,,
