"","year","plan_name","state","return_1yr","aal","mva","arr","payroll","payroll_growth_assumption","total_nc_pct","total_proj_adec_pct","total_benefit_payments"
"1124",2003,"Montana Teachers' Retirement System (TRS)*","Montana",0.0646,3169650000,2123634260,0.08,581950000,0,0,0,-140229496
"1125",2004,"Montana Teachers' Retirement System (TRS)*","Montana",0.1351,3359200000,2354844199,0.0775,600700000,0,0.1034,0.2594,-150270797
"1126",2005,"Montana Teachers' Retirement System (TRS)*","Montana",0.0819,3.527e+09,2487136540,0.0775,612600000,0,0.1035,0.2526,-161247366
"1127",2006,"Montana Teachers' Retirement System (TRS)*","Montana",0.0905,3733600000,2745771047,0.0775,6.36e+08,0,0.1037,0.2536,-171956507
"1128",2007,"Montana Teachers' Retirement System (TRS)*","Montana",0.1794,3928500000,3209275322,0.0775,664100000,0,0.104,0.2426,-182826747
"1129",2008,"Montana Teachers' Retirement System (TRS)*","Montana",-0.0489,4110800000,2993392632,0.0775,689500000,0,0.1087,0.1728,-196060216
"1130",2009,"Montana Teachers' Retirement System (TRS)*","Montana",-0.2067,4.331e+09,2301618671,0.0775,683200000,0,0.1069,0.2122,-209942663
"1131",2010,"Montana Teachers' Retirement System (TRS)*","Montana",0.1284,4518200000,2521445720,0.0775,7.47e+08,0,0.0974,0.2133,-220240538
"1132",2011,"Montana Teachers' Retirement System (TRS)*","Montana",0.2183,4658600000,2972421050,0.0775,746700000,0,0.0964,0.2064,-235122805
"1133",2012,"Montana Teachers' Retirement System (TRS)*","Montana",0.0242,4814700000,2932202476,0.0775,735600000,0,0.0965,0.22,-251410455
"1134",2013,"Montana Teachers' Retirement System (TRS)*","Montana",0.1306,4592700000,3185064406,0.0775,742600000,0,0.092,0.1911,-268250231
"1135",2014,"Montana Teachers' Retirement System (TRS)*","Montana",0.1717,5.191e+09,3652220265,0.0775,750600000,0,0.0913,0.1921,-285182358
"1136",2015,"Montana Teachers' Retirement System (TRS)*","Montana",0.046,5351400000,3708385838,0.0775,768700000,0,0.0921,0.1931,-303675300
"1137",2016,"Montana Teachers' Retirement System (TRS)*","Montana",0.0208,5483700000,3656830798,0.0775,795920906,0,0.0987,0.1941,-320810259
"1138",2017,"Montana Teachers' Retirement System (TRS)*","Montana",0.1192,5636800000,3950761443,0.0775,818122561,0.04,0.0982,0.1951,-333633717
"1139",2018,"Montana Teachers' Retirement System (TRS)*","Montana",0.0882,6004400000,4148324206,0.075,829708585,0.0325,0.0996,0.1961,-352854025
"1140",2019,"Montana Teachers' Retirement System (TRS)*","Montana",0.0569,6148556000,4220285752,0.075,857467932,NA,0.0978,0.1971,-367779905
"1141",2001,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",-0.022,6065166716,5432961296,0.085,1758190269,0.04,0.0822,0.0881,-216728590
"1142",2002,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",-0.062,6294272275,5024517229,0.085,1773283484,0.04,0.0847,0.0935,-248854532
"1143",2003,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.07,6662291406,5190418601,0.085,1739895364,0.04,0.0857,0.1064,-279075848
"1144",2004,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.171,7230010928,5859486975,0.085,1737454454,0.04,0.0881,0.1259,-317554338
"1145",2005,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.126,7578028017,6431033445,0.085,1806600560,0.04,0.0884,0.1278,-339300671
"1146",2006,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.115,8013205414,6983737684,0.085,1777277138,0,0.0887,0.1284,-400169563
"1147",2007,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.187,8500428641,8056993537,0.085,1846643330,0.04,0.0888,0.1253,-447240771
"1148",2008,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.016,9128347470,7934030312,0.085,1916527398,0.04,0.0871,0.1275,-479853891
"1149",2009,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",-0.191,9494806715,6163086701,0.085,2002402087,0.04,0.0877,0.1381,-511466555
"1150",2010,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.143,9853155445,6727623355,0.085,1945095321,0.04,0.0836,0.1441,-543284289
"1151",2011,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.21,10123544043,7768709373,0.085,1875569816,0.04,0.0834,0.1499,-597424954
"1152",2012,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.022,10793651577,7581882309,0.08,1864069493,0.04,0.0804,0.1764,-611522451
"1153",2013,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.104,11134637484,7993837570,0.08,1880212950,0.03,0.0831,0.1812,-646708308
"1154",2014,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.192,11494571835,9136781826,0.08,1902719928,0.03,0.0821,0.1727,-677097411
"1155",2015,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",-0.026,11727618410,8516654912,0.08,1918527768,0.03,0.0818,0.1785,-723994041
"1156",2016,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.003,12751162753,8109161214,0.0765,1921528936,0.03,0.086,0.2086,-750440412
"1157",2017,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.035,13152273895,7945358298,0.075,1941969786,0.03,0.0839,0.2155,-787300328
"1158",2018,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.074,13612763961,8034500424,0.0725,1915143002,0.03,0.0862,0.2327,-818107480
"1159",2019,"Missouri State Employees Pension Plan (MOSERS)*","Missouri",0.043,13957626309,7916465279,0.071,1.931e+09,NA,0.0861,0.2454,-842813907
"1160",2001,"Nebraska School Retirement System (NPERS)*","Nebraska",-0.04229,1704201512,4269845000,0.08,995348331,0,0.1198,0.1457,-117769000
"1161",2002,"Nebraska School Retirement System (NPERS)*","Nebraska",-0.042,5055867993,4039227000,0.08,1065515857,0,0.114,0.1345,-130662000
"1162",2003,"Nebraska School Retirement System (NPERS)*","Nebraska",-0.088,5464572876,4280579000,0.08,1138776241,0,0.1139,0.1526,-146350000
"1163",2004,"Nebraska School Retirement System (NPERS)*","Nebraska",0.236,5868266970,4916496000,0.08,1170601127,0,0.1141,0.1697,-165357000
"1164",2005,"Nebraska School Retirement System (NPERS)*","Nebraska",0.114,6234657830,5393713000,0.08,1214227197,0,0.1142,0.1795,-184421000
"1165",2006,"Nebraska School Retirement System (NPERS)*","Nebraska",0.07,6584275406,5975385000,0.08,1247684378,0,0.1109,0.1658,-206243000
"1166",2007,"Nebraska School Retirement System (NPERS)*","Nebraska",0.152,7070308583,7025565000,0.08,1325616322,0,0.1148,0.1564,-234156000
"1167",2008,"Nebraska School Retirement System (NPERS)*","Nebraska",0.078,7654536359,6578445000,0.08,1389124819,0,0.1117,0.1546,-261352000
"1168",2009,"Nebraska School Retirement System (NPERS)*","Nebraska",-0.278,8092339318,5265961000,0.08,1481568432,0,0.1119,0.1724,-295203000
"1169",2010,"Nebraska School Retirement System (NPERS)*","Nebraska",0.221,8542119000,5940537000,0.08,1543930532,0,0.1114,0.1921,-308747000
"1170",2011,"Nebraska School Retirement System (NPERS)*","Nebraska",0.134,9039744995,7263955000,0.08,1590225983,0,0.1116,0.2045,-339115000
"1171",2012,"Nebraska School Retirement System (NPERS)*","Nebraska",0,9609157134,7246310000,0.08,1593184929,0,0.1149,0.2327,-377660000
"1172",2013,"Nebraska School Retirement System (NPERS)*","Nebraska",0.129,9984898998,8092953030,0.08,1735175956,0.04,0.1186,0.1994,-415198039
"1173",2014,"Nebraska School Retirement System (NPERS)*","Nebraska",0.183,10426112609,9450981723,0.08,1774679549,0.04,0.1182,0.1839,-451130637
"1174",2015,"Nebraska School Retirement System (NPERS)*","Nebraska",0.069,10778303637,9685816053,0.08,1845979997,0.04,0.1211,0.1703,-486435945
"1175",2016,"Nebraska School Retirement System (NPERS)*","Nebraska",0.011,11207298169,9698584810,0.08,1901967362,0.04,0.1204,0.1659,-512478100
"1176",2017,"Nebraska School Retirement System (NPERS)*","Nebraska",0.086,12466139649,10876861507,0.075,1966968901,0.035,0.1332,0.1931,-539348690
"1177",2018,"Nebraska School Retirement System (NPERS)*","Nebraska",0.166,13001288461,11636298903,0.075,2027180460,0.035,0.1328,0.1873,-571234208
"1178",2019,"Nebraska School Retirement System (NPERS)*","Nebraska",-0.042,13435710270,12214947023,0.075,2093017529,NA,0.1335,0.1842,-610057921
"1179",2001,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",-0.015,13449984700,10946158000,0.08,3094572000,0.065,0.15773,0.17148,-392785000
"1180",2002,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",-0.027,14722877500,10779362000,0.08,3189446300,0.065,0.16321,0.17175,-438184000
"1181",2003,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.05,15541298300,11448722000,0.08,3376214300,0.065,0.15869,0.18515,-485051000
"1182",2004,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.121,16977008400,12997402000,0.08,3542722300,0.065,0.15929,0.18544,-537317000
"1183",2005,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.093,18744126600,14375965000,0.08,3841307100,0.065,0.15863,0.18094,-605113000
"1184",2006,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.088,20344634900,15776866000,0.08,4214298100,0.065,0.1564,0.18085,-680026000
"1185",2007,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.15,21804987980,18271779000,0.08,4502158079,0.065,0.16313,0.1868,-756776000
"1186",2008,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",-0.032,24001040510,17804527000,0.08,4794509392,0.065,0.16538,0.187,-841669000
"1187",2009,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",-0.156,26087620542,14992576000,0.08,4991660313,0.065,0.16322,0.19655,-973593000
"1188",2010,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.11,27616269784,16604769000,0.08,4943566092,0.065,0.16252,0.19635,-1061298000
"1189",2011,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.211,28988787341,19960073000,0.08,4847425149,0.065,0.16058,0.21662,-1144145000
"1190",2012,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.031,30322446182,20387151000,0.08,4632433507,0.065,0.16543,0.21662,-1251391000
"1191",2013,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.124,33178566729,22610714000,0.08,4777126367,0.065,0.16932,0.2336,-1371967000
"1192",2014,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.176,34774341511,26253268000,0.08,4827560245,0.065,0.1691,0.2328,-1460777000
"1193",2015,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.042,36318260954,26975378000,0.08,4973695559,0.065,0.16784,0.25252,-1572505000
"1194",2016,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.023,38114382320,27224080000,0.08,5105827741,0.065,0.16647,0.25241,-1691288000
"1195",2017,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.119,40651650857,30034611000,0.075,5222055031,0.055,0.16642,0.25234,-1801523000
"1196",2018,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.086,42912826980,32103774000,0.075,5431074656,0.055,0.16388,0.25217,-1926170000
"1197",2019,"Nevada Public Employees Retirement System (NVPERS)*","Nevada",0.085,44994435660,34242125697,0.075,5651370939,NA,0.16187,0.26292,-2067332691
"1198",2001,"New Hampshire Retirement System (RS)*","New Hampshire",-0.067,3842602000,4004192000,0.09,1615871000,0,0,0,-200116000
"1199",2002,"New Hampshire Retirement System (RS)*","New Hampshire",-0.064,4196314000,3498997000,0.09,1700164000,0,0,0,-224412000
"1200",2003,"New Hampshire Retirement System (RS)*","New Hampshire",0.025,4669192000,3486635000,0.09,1872879000,0,0,0,-244725000
"1201",2004,"New Hampshire Retirement System (RS)*","New Hampshire",0.149,5029877000,3949350000,0.09,1958586000,0,0,0,-267007000
"1202",2005,"New Hampshire Retirement System (RS)*","New Hampshire",0.101,5991026000,4282672000,0.09,2043568000,0.055,0,0,-291915000
"1203",2006,"New Hampshire Retirement System (RS)*","New Hampshire",0.1,6402875000,4666396000,0.085,2141016000,0,0,0,-316637000
"1204",2007,"New Hampshire Retirement System (RS)*","New Hampshire",0.16,7259715170,5795605000,0.085,2195339382,0.045,0.1077,0.1726,-344851000
"1205",2008,"New Hampshire Retirement System (RS)*","New Hampshire",-0.046,7821316352,5425204000,0.085,2308320669,0.045,0.1058,0.1661,-391929000
"1206",2009,"New Hampshire Retirement System (RS)*","New Hampshire",-0.181,8475051817,4315256000,0.085,2448287042,0.045,0.1072,0.1883,-452380000
"1207",2010,"New Hampshire Retirement System (RS)*","New Hampshire",0.129,8953932346,4847852000,0.085,2481383620,0.045,0.1072,0.192,-490075000
"1208",2011,"New Hampshire Retirement System (RS)*","New Hampshire",0.23,9998251218,5857425000,0.0775,2517779470,0.0375,0.106,0.2052,-519970000
"1209",2012,"New Hampshire Retirement System (RS)*","New Hampshire",0.009,10361600451,5750327000,0.0775,2487757437,0.0375,0.1051,0.2143,-547051000
"1210",2013,"New Hampshire Retirement System (RS)*","New Hampshire",0.145,10708768437,6404984000,0.0775,2501741708,0.0375,0.10177,0.21267,-573469000
"1211",2014,"New Hampshire Retirement System (RS)*","New Hampshire",0.176,11045173866,7390628000,0.0775,2507898809,0.0375,0.10082,0.20516,-599476000
"1212",2015,"New Hampshire Retirement System (RS)*","New Hampshire",0.035,12303635908,7509926000,0.0775,2575030210,0.0375,0.10437,0.22981,-631312000
"1213",2016,"New Hampshire Retirement System (RS)*","New Hampshire",0.01,12732865722,7434318000,0.0725,2601403606,0.0375,0,0,-670360000
"1214",2017,"New Hampshire Retirement System (RS)*","New Hampshire",0.135,13208449374,8253988000,0.0725,2667611532,0.0325,0.10166,0.22889,-706304000
"1215",2018,"New Hampshire Retirement System (RS)*","New Hampshire",0.089,13703148691,8836867000,0.0725,2752235069,0.0325,NA,NA,-741753000
"1216",2019,"New Hampshire Retirement System (RS)*","New Hampshire",0.067,14075344000,9170773000,0.0725,2825006000,NA,NA,NA,-780907000
"1217",1987,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218",1988,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219",1989,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220",1990,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221",1991,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222",1992,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223",1993,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224",1994,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225",1995,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226",1996,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227",1997,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228",1998,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1229",1999,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230",2000,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231",2001,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232",2002,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233",2003,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234",2004,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235",2005,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236",2006,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1237",2007,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1238",2008,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239",2009,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240",2010,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241",2011,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242",2012,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,9180000,NA,NA,0,NA,NA,NA,NA
"1243",2013,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,8026000,NA,NA,0,NA,NA,NA,NA
"1244",2014,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,6102000,NA,NA,0,NA,NA,NA,NA
"1245",2015,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,4208000,NA,NA,0,NA,NA,NA,NA
"1246",2016,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,4208000,NA,NA,0,NA,NA,NA,NA
"1247",2017,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1248",2018,"New Jersey Consolidated Police & Fire Pension Fund","New Jersey",NA,0,NA,NA,0,0.03,NA,NA,NA
"1249",2001,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",-0.104,23705501860,24381519290,0.0875,8528722526,0,0.11194,0.06011,-1117905183
"1250",2002,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",-0.09,25689891590,21485732585,0.0875,9045474004,0,0.09741,0.05836,-1272122263
"1251",2003,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.033,27829311920,20960536897,0.0875,9387845002,0,0.09613,0.06745,-1511214623
"1252",2004,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.141,29698317490,23032224156,0.0825,9892178852,0,0.09643,0.07687,-1603185278
"1253",2005,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.087,31774386190,23914516673,0.0825,10444293810,0,0.09769,0.12042,-1709117882
"1254",2006,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.098,35071664290,25308844756,0.0825,10983873430,0,0.10513,0.14337,-1809376698
"1255",2007,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.171,37793090190,28375046264,0.0825,11418467820,0,0.10901,0.15271,-1977034746
"1256",2008,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",-0.0266,40245886650,27236955803,0.0825,11815800830,0,0.1097,0.16729,-2149381072
"1257",2009,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",-0.1427,44470403160,22542811691,0.0825,11995447140,0,0.11539,0.1966,-2307094491
"1258",2010,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.1336,41347836065,24332712406,0.0825,11981354783,0,0.10477,0.20222,-2454726725
"1259",2011,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.1803,43328332381,26994433328,0.0795,11609042726,0,0.10456,0.22013,-2672323135
"1260",2012,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.0252,45392622980,26383437998,0.079,11433091635,0,0.10061,0.22681,-2900539904
"1261",2013,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.1178,46999739949,27920036174,0.079,11448531000,0,0.09219,0.21878,-3040874320
"1262",2014,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.1687,49097768138,28999581773,0.079,11441433226,0,0.09521,0.21716,-3133601845
"1263",2015,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.0416,51067402498,28553566906,0.079,11320198747,0,0.09488,0.22712,-3229729400
"1264",2016,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",-0.0093,53085686728,26762070610,0.0765,11296345312,0,0.09293,0.23523,-3416130678
"1265",2017,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.1307,55563277665,28464239518,0.075,11348107183,0,0.10077,0.26149,-3587215468
"1266",2018,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.0906,56849344164,29472374536,0.075,11440021762,0.03,0.09834,0.2666,-3813712429
"1267",2019,"New Jersey Public Employees Retirement System (PERS)*","New Jersey",0.000620876136363636,58241709642.444,28703712335.0455,0.075,11783222414.86,0.03,0.09834,0.2666,-3928123801.87
"1268",2001,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",-0.104,32745357190,30930228496,0.0875,7316493613,0.05,0.13776,0.07409,-1330171296
"1269",2002,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",-0.09,35146591840,27214201063,0.0875,7764690616,0.05,0.13708,0.13331,-1538587185
"1270",2003,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.033,37383732880,26548843310,0.0875,8160160573,0.05,0.13604,0.15265,-1723135254
"1271",2004,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.141,40447690340,28719723964,0.0825,8550696296,0.04,0.14384,0.18374,-1881501253
"1272",2005,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.087,43967927300,29631612619,0.0825,8988957185,0.04,0.14442,0.20611,-2061234677
"1273",2006,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.098,46539868650,30936387231,0.0825,9325583176,0.04,0.14387,0.21606,-2240882442
"1274",2007,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.171,49161247360,34526663135,0.0825,9675320435,0.04,0.14163,0.22027,-2453552981
"1275",2008,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",-0.0266,51754814520,32315484077,0.0825,10039697937,0.04,0.14081,0.23349,-2677682713
"1276",2009,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",-0.1427,54576061020,25038820828,0.0825,10352355797,0.04,0.14011,0.25852,-2869565540
"1277",2010,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.1336,49543347849,25892495833,0.0825,10656562212,0.04,0.12348,0.26648,-3028193433
"1278",2011,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.1803,51406540290,27486197261,0.0795,10413771150,0,0.1227,0.29494,-3343458692
"1279",2012,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.0252,52417751753,25544836250,0.079,10485750238,0,0.1128,0.30107,-3538617490
"1280",2013,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.1178,53645477966,26059372741,0.079,10706356863,0,0.1108,0.2821,-3673109659
"1281",2014,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.1687,53749976641,27282252461,0.079,10321602216,0,0.10409,0.29889,-3755010521
"1282",2015,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.0416,55359377071,25604797560,0.079,10448856269,0,0.10032,0.31444,-3920924263
"1283",2016,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",-0.0093,57865971163,22717862967,0.0765,10583312403,0,0.10995,0.33856,-4075562467
"1284",2017,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.1307,63028940941,23056161829,0.075,10771938915,0,0.12638,0.30002,-4198977288
"1285",2018,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.0906,60971919315,22991116840,0.075,10823504797,0.03,0.09838,0.28093,-4345295975
"1286",2019,"New Jersey Teachers’ Pension & Annuity Fund (TRS)*","New Jersey",0.000620876136363636,62041501441.3194,21661186141.9518,0.075,11148209940.91,0.03,0.09838,0.28093,-4475654854.25
"1287",2001,"New Mexico Educational Retirement Board (ERB)*","New Mexico",-0.101,8070300000,6667001941,0.08,1819600000,0.03,0.1272,0.1625,-340595679
"1288",2002,"New Mexico Educational Retirement Board (ERB)*","New Mexico",-0.0873,8.748e+09,6013355928,0.08,1978500000,0.03,0.1272,0.1625,-367494556
"1289",2003,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.028,9266600000,6083358784,0.08,2032500000,0.0375,0.1292,0.1693,-396081755
"1290",2004,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.1539,9927100000,6911545120,0.08,2142400000,0.0375,0.1292,0.1827,-422418386
"1291",2005,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.0986,10591800000,7451138286,0.08,2209100000,0.0375,0.1356,0.2018,-454983452
"1292",2006,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.123,11436300000,8219289974,0.08,2219400000,0.0375,0.1356,0.2226,-494096615
"1293",2007,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.176,12190080577,9455795853,0.08,2341146395,0.0375,0.1356,0.21665,-540143723
"1294",2008,"New Mexico Educational Retirement Board (ERB)*","New Mexico",-0.062,12966995130,8770044039,0.08,2491708606,0.0375,0.1356,0.2144,-578775611
"1295",2009,"New Mexico Educational Retirement Board (ERB)*","New Mexico",-0.173,13883273082,7113651700,0.08,2585739292,0.0375,0.1248,0.2185,-617705038
"1296",2010,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.182,14353509423,8232523434,0.08,2575789471,0.0375,0.1248,0.2279,-656232670
"1297",2011,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.197,15293072424,9588562941,0.0775,2523816000,0.0375,0.1383,0.2569,-701771592
"1298",2012,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.02,15836972530,9488961169,0.0775,2495275534,0.0375,0.1379,0.2699,-754554951
"1299",2013,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.11,16362279203,10191698803,0.0775,2516874274,0.035,0.1316,0.2757,-811665051
"1300",2014,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.146,16971321732,11346075825,0.0775,2538882656,0.035,0.1311,0.2702,-868291382
"1301",2015,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.04,18014425002,11497723115,0.0775,2610297095,0.035,0.1298,0.2748,-920755421
"1302",2016,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.026,18536428261,11532837951,0.0775,2612044477,0.035,0.13,0.28,-973703652
"1303",2017,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.12,19870697632,12509355910,0.0725,2591195672,0.03,0.1362,0.3089,-1019330496
"1304",2018,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.083,20457996102,12970300855,0.0725,2609168136,0.03,0.1368,0.3148,-1069597322
"1305",2019,"New Mexico Educational Retirement Board (ERB)*","New Mexico",0.073,20457996102,13544691114,0.0725,2797685921,NA,0.1368,0.3148,-1122274311
"1306",2001,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",-0.0185,7876574893,7999047423,0.08,1318274517,0.05,0.20191,0.24544,-291118491
"1307",2002,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",-0.0207,8498751682,7824829633,0.08,1396209000,0.05,0.20203,0.24229,-318441086
