"year","state","plan_name","statutory_pct","er_proj_adec_pct","ee_nc_pct","total_amortization_payment_pct","total_nc_pct"
2001,"Illinois","Illinois State Employees Retirement System",NA,"0.12347000000000001","0.046189999999999995","0.06633","0.10334000000000002"
2019,"Delaware","Delaware State Employees’ Pension Plan",NA,"0.1233","0.0371","0.0611","0.0993"
2020,"Delaware","Delaware State Employees’ Pension Plan",NA,"0.1233","0.0371",NA,"0.0993"
2018,"Vermont","Vermont State Retirement System",NA,"0.1232","0.0679","0.092","0.0991"
2008,"Colorado","Colorado PERA, Local Division Fund",NA,"0.1231","0.08","0.0669","0.1362"
2003,"Michigan","Michigan Municipal Retirement System",NA,"0.12308","0.04519","0.048510000000000005","0.11977"
2007,"Minnesota","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",NA,"0.123","0.082","-0.0169","0.2219"
2010,"South Carolina","South Carolina Police Officers Retirement System","0.11995","0.123","0.065","0.0506","0.1374"
2011,"South Carolina","South Carolina Police Officers Retirement System","0.123","0.123","0.065","0.0541","0.1339"
2006,"North Dakota","North Dakota Teachers' Fund for Retirement","0.0775","0.1229","0.0775","0.0873","0.1131"
2013,"Washington","Washington State Patrol Retirement System",NA,"0.1229","0.07","0.0518","0.1411"
2011,"Georgia","Georgia Teachers Retirement System",NA,"0.1228","0.06","0.0604","0.1224"
2015,"Ohio","Ohio School Employees Retirement System","0.14","0.1228","0.1","0.1124","0.1104"
2012,"Missouri","Missouri Local Government Employees Retirement System",NA,"0.12279000000000001","0.00894","0.028419999999999997","0.10330999999999999"
2006,"Maryland","Maryland State Employees’ Retirement System",NA,"0.1227","0.02204","0.0511","0.09364"
2012,"Minnesota","Minnesota Teachers Retirement Association",NA,"0.1225","0.065","0.1022","0.0853"
2006,"Mississippi","Public Employees' Retirement System of Mississippi","0.125","0.1225","0.0651","0.0773","0.1103"
2016,"Alabama","Alabama Teachers' Retirement System (TRS)",NA,"0.12234","0.07251","0.1021","0.09275"
2012,"North Dakota","North Dakota Public Employees Retirement System","Main system- 4.12-6.12%; Judges- 15.52-16.52%; National guard- 6.5%; Law enforcement with prior main service- 8.31-9.31%; Law enforcement without prior main service- 6.43-7.43%","0.1223","0.055","0.0776","0.0997"
2013,"Alabama","Alabama Employees' Retirement System (ERS)",NA,"0.1222","0.0748","0.0971","0.0999"
2002,"Missouri","Missouri Public School Retirement System",NA,"0.1222","0.1","0.0165","0.2057"
2011,"Rhode Island","Rhode Island Municipal Employees Retirement System",NA,"0.1221","0.0344","0.0428","0.1137"
2017,"Alabama","Alabama Teachers' Retirement System (TRS)",NA,"0.12209","0.07196","0.1015","0.09255"
2017,"Maine","Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts",NA,"0.122","0.08675","0.06","0.14875"
2010,"Montana","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan",NA,"0.1218","0.069","0.0647","0.1261"
2018,"Texas","Texas County and District Retirement System",NA,"0.1215","0.0678","0.0561","0.1332"
2009,"Illinois","Illinois Municipal Employees Retirement System",NA,"0.1214","0.045","0.0456","0.1208"
2013,"North Dakota","North Dakota Public Employees Retirement System","Main system- 6.12-7.12%; Judges- 16.52-17.52%; National guard- 6.5-7.0%; Law enforcement with prior main service- 9.31-9.81%; Law enforcement without prior main service- 7.43-7.93%","0.1214","0.0649","0.0825","0.1038"
2015,"North Dakota","North Dakota Public Employees Retirement System","Main system- 7.12%; Judges- 17.52%; National guard-7.0%; Law enforcement with prior main service-9.81%; Law enforcement without prior main service-7.93%","0.1214","0.0697","0.0677","0.1235"
2013,"Texas","Texas Employees Retirement System","0.08","0.1213","0.066","0.0716","0.1157"
2019,"Alabama","Alabama Teachers' Retirement System (TRS)",NA,"0.12119","0.0708","0.1008","0.09118"
2018,"Washington","Washington School Employees’ Retirement System",NA,"0.121","0.0802","0.0408","0.1604"
2015,"Alabama","Alabama Teachers' Retirement System (TRS)",NA,"0.12085","0.0731","0.0981","0.09585"
2018,"Alabama","Alabama Teachers' Retirement System (TRS)",NA,"0.12084","0.07137","0.09355","0.09866"
2006,"Alabama","Alabama Teachers' Retirement System (TRS)",NA,"0.1207","0.05","0.0562","0.1145"
2012,"Massachusetts","Massachusetts State Employees’ Retirement System",NA,"0.12057999999999999","0.08249","0.08085","0.12222000000000001"
2019,"Wyoming","Wyoming Retirement System, Public Employees’ Pension Plan",NA,"0.12055","0.08875","0.1006","0.1087"
2019,"Arizona","Arizona State Retirement System",NA,"0.1204","0.1204","0.0983","0.1425"
2020,"Arizona","Arizona State Retirement System",NA,"0.1204","0.1204",NA,"0.1425"
2017,"Massachusetts","Massachusetts State Employees’ Retirement System",NA,"0.12024000000000001","0.08567000000000001","0.07152","0.13438"
2009,"South Carolina","South Carolina Police Officers Retirement System","0.1153","0.1201","0.065","0.0497","0.1354"
2001,"Arkansas","Arkansas Teachers Retirement Plan","0.12","0.12","0.0398","0.0083","0.1515"
2002,"Arkansas","Arkansas Teachers Retirement Plan","0.12","0.12","0.0388","0.0218","0.137"
2008,"Mississippi","Public Employees' Retirement System of Mississippi","0.1225","0.12","0.0653","0.0798","0.1055"
2001,"Texas","Employees Retirement System of Texas - Law Enforcement and Custodial Officer Supplemental Retirement Fund",NA,"0.12","0.0","0.10243","0.01757"
2001,"Rhode Island","Rhode Island Employees Retirement System",NA,"0.11995","0.09186","0.10045","0.11135999999999999"
2019,"Idaho","Idaho Public Employee Retirement System",NA,"0.1199","0.0743","0.0451","0.1491"
2020,"Idaho","Idaho Public Employee Retirement System",NA,"0.1199","0.0743","0.0449","0.1493"
2016,"South Carolina","South Carolina Retirement Systems","0.1199","0.1199","0.0909","0.1081","0.1027"
2012,"Alabama","Alabama Employees' Retirement System (ERS)",NA,"0.1198","0.0726","0.096","0.0964"
2014,"Colorado","Colorado PERA, Local Division Fund",NA,"0.1198","0.08","0.0938","0.106"
2017,"North Carolina","North Carolina Teachers' and State Employees' Retirement System",NA,"0.1198","0.06","0.075","0.1048"
2018,"Delaware","Delaware State Employees’ Pension Plan",NA,"0.1196","0.0359","0.0563","0.0992"
2014,"Alabama","Alabama Employees' Retirement System (ERS)",NA,"0.1195","0.0746","0.0943","0.0998"
2006,"Colorado","Colorado PERA, Local Division Fund",NA,"0.1195","0.08","0.0564","0.1431"
2009,"Washington","Washington Teachers Retirement System Plan 2 & 3",NA,"0.1195","0.0468","0.065","0.1013"
2018,"Arizona","Arizona State Retirement System",NA,"0.1194","0.1194","0.0947","0.1441"
2019,"North Dakota","North Dakota Public Employees Retirement System","0.0731","0.1194","0.0694","0.0717","0.1171"
2015,"Colorado","Colorado PERA, Local Division Fund",NA,"0.1192","0.08","0.0941","0.1051"
2014,"Alabama","Alabama Teachers' Retirement System (TRS)",NA,"0.11912","0.07376","0.1001","0.09277"
2010,"Maine","Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts",NA,"0.11907999999999999","0.06732","0.04035","0.14605"
2015,"Maine","Maine Public Employees Retirement System - Consolidated Plan for Participating Local Districts",NA,"0.119","0.07577","0.041","0.15377000000000002"
2013,"Alabama","Alabama Teachers' Retirement System (TRS)",NA,"0.11894","0.07437","0.101","0.0923"
2008,"Illinois","Illinois Municipal Employees Retirement System",NA,"0.1189","0.045","0.0431","0.1208"
2019,"Texas","Texas County and District Retirement System",NA,"0.1188","0.0678","0.0531","0.1335"
2014,"Texas","Texas Employees Retirement System","0.08","0.1186","0.069","0.0718","0.1158"
2007,"Mississippi","Public Employees' Retirement System of Mississippi","0.125","0.1185","0.0653","0.0783","0.1055"
2016,"Alabama","Alabama Employees' Retirement System (ERS)",NA,"0.1183","0.0742","0.0964","0.0961"
2017,"Delaware","Delaware State Employees’ Pension Plan",NA,"0.1183","0.0352","0.0539","0.0996"
2007,"Oregon","Oregon Public Employees Retirement System",NA,"0.1181","0.0002","0.065","0.0533"
2012,"Colorado","Colorado PERA, Local Division Fund",NA,"0.1178","0.08","0.1049","0.0929"
2012,"Texas","Texas Employees Retirement System","0.065","0.1175","0.065","0.0594","0.1231"
2016,"Texas","Texas County and District Retirement System",NA,"0.1174","0.0677","0.0498","0.1353"
2004,"Colorado","Colorado PERA, Local Division Fund",NA,"0.1173","0.08","0.0278","0.1695"
2014,"Illinois","Illinois Municipal Employees Retirement System",NA,"0.1173","0.045","0.0489","0.1134"
2005,"Oregon","Oregon Public Employees Retirement System",NA,"0.1173","0.0002","0.0695","0.048"
2011,"Alabama","Alabama Teachers' Retirement System (TRS)",NA,"0.1171","0.0725","0.0958","0.0938"
2012,"Alabama","Alabama Teachers' Retirement System (TRS)",NA,"0.1171","0.075","0.1018","0.0903"
2015,"Alabama","Alabama Employees' Retirement System (ERS)",NA,"0.117","0.0744","0.0921","0.0993"
2005,"Ohio","Ohio School Employees Retirement System","0.14","0.117","0.1","0.0473","0.1697"
2013,"Illinois","Illinois Municipal Employees Retirement System",NA,"0.1169","0.045","0.0418","0.1201"
2004,"Idaho","Idaho Public Employee Retirement System",NA,"0.1166","0.0716","0.0479","0.1403"
2005,"Idaho","Idaho Public Employee Retirement System",NA,"0.1166","0.0716","0.0479","0.1403"
2020,"Montana","Montana Teachers' Retirement System",NA,"0.1166","0.0815","0.1006","0.0975"
2014,"Minnesota","Minnesota Teachers Retirement Association",NA,"0.1165","0.075","0.1045","0.087"
2017,"Arizona","Arizona State Retirement System",NA,"0.1164","0.1164","0.0833","0.1495"
2018,"Wyoming","Wyoming Retirement System, Public Employees’ Pension Plan",NA,"0.11635","0.08625","0.0935","0.1091"
2005,"Vermont","Vermont State Teachers' Retirement System",NA,"0.11631","0.034","0.02671","0.1236"
2008,"California","University of California Retirement System",NA,"0.1161","0.02036","-0.053","0.18946"
2001,"Louisiana","Louisiana Municipal Police Retirement System",NA,"0.1161","0.0705","-0.0187","0.2053"
2012,"Vermont","Vermont State Teachers' Retirement System",NA,"0.11609000000000001","0.05","0.09689","0.0692"
2011,"Missouri","Missouri Public School Retirement System",NA,"0.116","0.145","0.0694","0.1916"
2007,"New Hampshire","New Hampshire Retirement System",NA,"0.116","0.0566","0.0649","0.1077"
2017,"Tennessee","Tennessee Consolidated Retirement System, Teachers Pension Plan",NA,"0.11585","0.04198","0.062329999999999997","0.0955"
2020,"North Carolina","North Carolina Local Government Retirement System",NA,"0.11573","0.06","0.0583","0.11742999999999999"
2011,"Nebraska","Nebraska School Retirement System","0.0887","0.1157","0.0888","0.0929","0.1116"
2014,"North Dakota","North Dakota Teachers' Fund for Retirement","0.1275","0.1157","0.1175","0.1269","0.1063"
2017,"Texas","Texas County and District Retirement System",NA,"0.1157","0.0678","0.0505","0.133"
2009,"Michigan","Michigan Public School Employees Retirement System",NA,"0.1156","0.0542","0.0743","0.0955"
2019,"Montana","Montana Teachers' Retirement System",NA,"0.1156","0.0815","0.0993","0.0978"
2018,"Washington","Washington State Patrol Retirement System",NA,"0.1156","0.0746","0.0408","0.1494"
2002,"Michigan","Michigan Municipal Retirement System",NA,"0.11556","0.02985","0.04136","0.10405999999999999"
2001,"Missouri","Missouri Public School Retirement System",NA,"0.1154","0.1","0.0108","0.2046"
2005,"Florida","Florida Retirement System",NA,"0.1152","0.0","0.0009","0.1143"
2014,"Oklahoma","Oklahoma Public Employees Retirement System",NA,"0.1151","0.0409","0.0588","0.0972"
2009,"Tennessee","Tennessee Consolidated Retirement System, Teachers Pension Plan",NA,"0.11495999999999999","0.030680000000000002",NA,NA
2015,"South Dakota","South Dakota Retirement System","0.0623","0.11487","0.06657","0.07409","0.10735"
2009,"Rhode Island","Rhode Island Municipal Employees Retirement System",NA,"0.1148","0.0743","0.0389","0.1502"
2019,"Washington","Washington School Employees’ Retirement System",NA,"0.1147","0.0776","0.0371","0.1552"
2020,"Washington","Washington School Employees’ Retirement System",NA,"0.1147","0.0776",NA,"0.1552"
2018,"Montana","Montana Teachers' Retirement System",NA,"0.1146","0.0815","0.0965","0.0996"
2011,"New York","New York State Teachers' Retirement System",NA,"0.1144","0.0039",NA,NA
2017,"Vermont","Vermont State Retirement System",NA,"0.1144","0.0679","0.0843","0.098"
2012,"Texas","Texas County and District Retirement System",NA,"0.1143","0.0668","0.0442","0.1369"
2011,"Missouri","Missouri Local Government Employees Retirement System",NA,"0.1142","0.00859","0.02034","0.10245"
2010,"Georgia","Georgia Teachers Retirement System",NA,"0.1141","0.06","0.0505","0.1236"
2009,"Tennessee","Tennessee Consolidated Retirement System, Public Employee Retirement System",NA,"0.11408","0.02972","0.02825","0.11555"
2015,"Texas","Texas County and District Retirement System",NA,"0.114","0.0677","0.0463","0.1354"
2016,"Tennessee","Tennessee Consolidated Retirement System, Teachers Pension Plan",NA,"0.11392000000000001","0.03828","0.05802","0.09419"
2017,"Idaho","Idaho Public Employee Retirement System",NA,"0.1139","0.0703","0.0359","0.1483"
2016,"Idaho","Idaho Public Employee Retirement System",NA,"0.1138","0.0703","0.0354","0.1487"
2018,"Idaho","Idaho Public Employee Retirement System",NA,"0.1138","0.0704","0.0348","0.1494"
2005,"Michigan","Michigan Public School Employees Retirement System",NA,"0.1138","0.0394","0.0569","0.0963"
2014,"Montana","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan",NA,"0.1137","0.079","0.0764","0.1163"
2011,"North Dakota","North Dakota Public Employees Retirement System","Main system- 4.12-5.12%; Judges- 14.52-15.52%; National guard- 6.5%; Law enforcement with prior main service- 8.31%; Law enforcement without prior main service- 6.43%","0.1137","0.045","0.0612","0.0975"
2013,"Idaho","Idaho Public Employee Retirement System",NA,"0.1136","0.0703","0.042","0.1419"
2014,"Idaho","Idaho Public Employee Retirement System",NA,"0.1136","0.0703","0.0405","0.1434"
2015,"Idaho","Idaho Public Employee Retirement System",NA,"0.1136","0.0703","0.0401","0.1438"
2017,"Montana","Montana Teachers' Retirement System",NA,"0.1136","0.0815","0.0969","0.0982"
2016,"Arizona","Arizona State Retirement System",NA,"0.1134","0.1134","0.097","0.1298"
2015,"Illinois","Illinois Municipal Employees Retirement System",NA,"0.1134","0.045","0.0463","0.1121"
2008,"Alaska","Alaska Public Employees Retirement System",NA,"0.11320999999999999","0.0694","0.08311","0.0995"
2009,"Minnesota","Minnesota Teachers Retirement Association",NA,"0.1131","0.055","0.0793","0.0888"
2015,"New York","New York State Teachers' Retirement System",NA,"0.1131","0.0056",NA,NA
2005,"North Dakota","North Dakota Teachers' Fund for Retirement","0.0775","0.1131","0.0775","0.0775","0.1131"
2016,"Massachusetts","Massachusetts State Employees’ Retirement System",NA,"0.11277999999999999","0.08549","0.05874","0.13952"
2008,"Alabama","Alabama Employees' Retirement System (ERS)",NA,"0.1127","0.0501","0.0623","0.1005"
2011,"Alabama","Alabama Employees' Retirement System (ERS)",NA,"0.1126","0.0501","0.0849","0.0778"
2016,"Montana","Montana Teachers' Retirement System",NA,"0.1126","0.0815","0.0954","0.0987"
2007,"Missouri","Missouri Local Government Employees Retirement System",NA,"0.1125","0.00662",NA,NA
2016,"Illinois","Illinois Municipal Employees Retirement System",NA,"0.1124","0.045","0.0463","0.1111"
2013,"Tennessee","Tennessee Consolidated Retirement System, Teachers Pension Plan",NA,"0.11225","0.032080000000000004","0.05053","0.09381"
2009,"Kentucky","Kentucky County Employees Retirement System",NA,"0.11223","0.0553","0.06663","0.1009"
2016,"Minnesota","Minnesota Teachers Retirement Association",NA,"0.1122","0.075","0.0993","0.0879"
2005,"Colorado","Colorado PERA, Local Division Fund",NA,"0.1121","0.08","0.0499","0.1422"
2009,"Georgia","Georgia Employees’ Retirement System",NA,"0.11202999999999999","0.0125","0.04344","0.0811"
2012,"Indiana","Indiana Public Employees Retirement Fund",NA,"0.112","0.03236","0.05675","0.08762"
2002,"Louisiana","Louisiana School Employees’ Retirement System",NA,"0.112","0.075","0.0233","0.1637"
2014,"Texas","Texas County and District Retirement System",NA,"0.1119","0.0677","0.0414","0.1382"
2018,"Tennessee","Tennessee Consolidated Retirement System, Teachers Pension Plan",NA,"0.11188","0.04534","0.06188","0.09534"
2005,"Maryland","Maryland Teachers’ Retirement System",NA,"0.1117","0.02392","0.0347","0.10092000000000001"
2013,"Texas","Texas County and District Retirement System",NA,"0.1117","0.0662","0.0431","0.1348"
2001,"Massachusetts","Massachusetts Teachers’ Retirement System",NA,"0.11164","0.0736","0.08907000000000001","0.09616"
2010,"Alabama","Alabama Teachers' Retirement System (TRS)",NA,"0.1116","0.05","0.0722","0.0894"
2015,"Montana","Montana Teachers' Retirement System",NA,"0.1116","0.0815","0.101","0.0921"
2011,"Tennessee","Tennessee Consolidated Retirement System, Teachers Pension Plan",NA,"0.11154000000000001","0.03177",NA,NA
2007,"Colorado","Colorado PERA, Local Division Fund",NA,"0.1114","0.08","0.0524","0.139"
2008,"New Jersey","New Jersey Public Employees Retirement System",NA,"0.11130999999999999","0.055979999999999995","0.05757999999999999","0.1097"
2017,"Colorado","Colorado PERA, Local Division Fund",NA,"0.1113","0.0838","0.0891","0.1022"
2008,"South Carolina","South Carolina Police Officers Retirement System","0.1105","0.1113","0.065","0.0402","0.1361"
2005,"Maryland","Maryland State Employees’ Retirement System",NA,"0.1111","0.023030000000000002","0.0361","0.09802999999999999"
2019,"North Carolina","North Carolina Local Government Retirement System",NA,"0.11101","0.06","0.0535","0.11750999999999999"
2006,"Minnesota","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",NA,"0.111","0.074","-0.0382","0.2232"
2011,"Tennessee","Tennessee Consolidated Retirement System, Public Employee Retirement System",NA,"0.11097","0.028839999999999998","0.057920000000000006","0.08189"
2003,"Arkansas","Arkansas Public Employees System",NA,"0.1109","0.0002","0.0115","0.0996"
2016,"Missouri","Missouri Public School Retirement System",NA,"0.1109","0.145","0.0934","0.1625"
2015,"South Carolina","South Carolina Retirement Systems","0.1109","0.1109","0.0819","0.0945","0.0983"
2001,"California","California State Teachers Retirement System","0.0825","0.11082","0.06","0.00585","0.16497"
2005,"Alabama","Alabama Teachers' Retirement System (TRS)",NA,"0.1106","0.05","0.053","0.1076"
2014,"Montana","Montana Teachers' Retirement System",NA,"0.1106","0.0815","0.1008","0.0913"
2013,"South Carolina","South Carolina Retirement Systems","0.1106","0.1106","0.0816","0.0928","0.0994"
2014,"South Carolina","South Carolina Retirement Systems","0.1106","0.1106","0.0816","0.0935","0.0987"
2003,"New York","New York State & Local Employees Retirement System",NA,"0.1105","0.0047",NA,NA
2017,"North Dakota","North Dakota Public Employees Retirement System","0.0727","0.1105","0.0696","0.0721","0.108"
2017,"Alabama","Alabama Employees' Retirement System (ERS)",NA,"0.1104","0.0741","0.088","0.0965"
2003,"Idaho","Idaho Public Employee Retirement System",NA,"0.1104","0.0678","0.0404","0.1378"
2014,"North Dakota","North Dakota Public Employees Retirement System","Main system- 7.12%; Judges- 17.52%; National guard-7.0%; Law enforcement with prior main service-9.81%; Law enforcement without prior main service-7.93%","0.1104","0.0698","0.0759","0.1043"
2018,"North Dakota","North Dakota Public Employees Retirement System","0.0729","0.1104","0.0695","0.0687","0.1112"
2008,"Louisiana","Louisiana Municipal Police Retirement System",NA,"0.11026","0.07379","0.02197","0.16208"
2007,"Arkansas","Arkansas Public Employees System",NA,"0.1101","0.05","0.0384","0.1217"
2008,"Arkansas","Arkansas Public Employees System",NA,"0.11","0.05","0.0442","0.1158"
2008,"New Hampshire","New Hampshire Retirement System",NA,"0.1097","0.0564","0.0603","0.1058"
2008,"Oregon","Oregon Public Employees Retirement System",NA,"0.1097","0.0001","0.0491","0.0607"
2011,"Texas","Texas Employees Retirement System","0.06","0.1097","0.065","0.0516","0.1231"
2013,"Montana","Montana Teachers' Retirement System",NA,"0.1096","0.0815","0.0991","0.092"
2006,"Wyoming","Wyoming Retirement System, Public Employees’ Pension Plan",NA,"0.1096","0.0557","0.0543","0.111"
2007,"Alaska","Alaska Public Employees Retirement System",NA,"0.10943","0.06858","0.07831","0.0997"
2017,"Minnesota","Minnesota Teachers Retirement Association",NA,"0.1093","0.075","0.0966","0.0877"
2010,"Nebraska","Nebraska School Retirement System","0.0836","0.1093","0.0828","0.0807","0.1114"
2009,"Virginia","Virginia Retirement System",NA,"0.10912000000000001","0.05","0.07277","0.08634"
2018,"Illinois","Illinois Municipal Employees Retirement System",NA,"0.1091","0.045","0.0493","0.1048"
2006,"Alaska","Alaska Public Employees Retirement System",NA,"0.10905999999999999","0.0684","0.07086","0.1066"
2006,"Michigan","Michigan Public School Employees Retirement System",NA,"0.109","0.0398","0.0547","0.0941"
2012,"South Carolina","South Carolina Retirement Systems","0.109","0.109","0.08","0.0885","0.1005"
2013,"Arizona","Arizona State Retirement System",NA,"0.1089","0.1148","0.0931","0.1306"
2018,"Florida","Florida Retirement System",NA,"0.1089","0.03","0.0621","0.0768"
2011,"Texas","Texas County and District Retirement System",NA,"0.1089","0.0668","0.0389","0.1368"
2003,"California","CalPERS - California Public Employees Retirement Fund",NA,"0.10887999999999999","0.054279999999999995","5.9999999999999995e-05","0.1631"
2001,"Alaska","Alaska Public Employees Retirement System",NA,"0.10878","0.0683","0.06284","0.11424000000000001"
2014,"Arizona","Arizona State Retirement System",NA,"0.1085","0.1152","0.0934","0.1303"
2004,"Florida","Florida Retirement System",NA,"0.1085","0.0","-0.0052","0.1137"
2019,"Colorado","Colorado PERA, Local Division Fund",NA,"0.1084","0.085","0.082","0.1114"
2008,"West Virginia","West Virginia Public Employees Retirement System","0.105","0.1084","0.045","0.0535","0.0999"
2014,"South Dakota","South Dakota Retirement System","0.06226","0.10837999999999999","0.0669","0.06717000000000001","0.10811"
2017,"Pennsylvania","Pennsylvania Municipal Retirement System",NA,"0.10822999999999999","0.049980000000000004","-0.01335","0.17156"
2003,"Florida","Florida Retirement System",NA,"0.1081","0.0","-0.009","0.1171"
2008,"Kansas","Kansas Public Employees' Retirement System","STATE : 8.77%, SCHOOL : 8.77%, LOCAL : 6.74%, POLICE AND FIREMEN'S RETIREMENT : 17.88%, JUDGES : 26.38%","0.10795999999999999","0.04177","0.06055","0.08918"
2015,"Pennsylvania","Pennsylvania Municipal Retirement System",NA,"0.10793","0.04974","-0.0126","0.17027"
2015,"Tennessee","Tennessee Consolidated Retirement System, Teachers Pension Plan",NA,"0.10793","0.034319999999999996","0.048260000000000004","0.09399"
2009,"New York","New York State & Local Employees Retirement System",NA,"0.1079","0.0052",NA,NA
2007,"Washington","Washington Teachers Retirement System Plan 2 & 3",NA,"0.1079","0.0493","0.0509","0.1063"
2009,"Vermont","Vermont State Teachers' Retirement System",NA,"0.10787999999999999","0.034","0.06898","0.0729"
2007,"Tennessee","Tennessee Consolidated Retirement System, Public Employee Retirement System",NA,"0.10783","0.02738","0.02344","0.11177999999999999"
2015,"Arizona","Arizona State Retirement System",NA,"0.1078","0.1189","0.0975","0.1292"
2009,"North Dakota","North Dakota Teachers' Fund for Retirement","0.0825","0.1078","0.0775","0.0827","0.1026"
2010,"North Dakota","North Dakota Public Employees Retirement System","Main system- 4.12%; Judges- 14.52%; National guard- 6.5%; Law enforcement with prior main service- 8.31%; Law enforcement without prior main service- 6.43%","0.1077","0.0401","0.0547","0.0931"
2007,"Wyoming","Wyoming Retirement System, Public Employees’ Pension Plan",NA,"0.1077","0.0557","0.0534","0.11"
2013,"Tennessee","Tennessee Consolidated Retirement System, Public Employee Retirement System",NA,"0.10762999999999999","0.02805","0.051210000000000006","0.08447"
2002,"Florida","Florida Retirement System",NA,"0.1075","0.0","-0.0087","0.1162"
2015,"West Virginia","West Virginia Public Employees Retirement System","0.135","0.1074","0.045","0.0594","0.093"
2017,"Wyoming","Wyoming Retirement System, Public Employees’ Pension Plan",NA,"0.1074","0.0825","0.0803","0.1096"
2008,"Florida","Florida Retirement System",NA,"0.1073","0.0","-0.0081","0.1154"
2019,"Tennessee","Tennessee Consolidated Retirement System, Teachers Pension Plan",NA,"0.10722000000000001",NA,"0.058170000000000006",NA
2006,"Florida","Florida Retirement System",NA,"0.1072","0.0","-0.008","0.1152"
2007,"Florida","Florida Retirement System",NA,"0.1072","0.0","-0.008","0.1152"
2010,"New York","New York State Teachers' Retirement System",NA,"0.1071","0.0043",NA,NA
2001,"Florida","Florida Retirement System",NA,"0.107","0.0","-0.0086","0.1156"
2005,"Nebraska","Nebraska School Retirement System","0.0794","0.107","0.0725","0.0653","0.1142"
2006,"Rhode Island","Rhode Island Municipal Employees Retirement System",NA,"0.1069","0.0738","0.0338","0.1469"
2006,"Ohio","Ohio School Employees Retirement System","0.14","0.1068","0.1","0.0395","0.1673"
2012,"Washington","Washington Teachers Retirement System Plan 2 & 3",NA,"0.1068","0.0495","0.0496","0.1067"
2006,"Missouri","Missouri Local Government Employees Retirement System",NA,"0.10676","0.006640000000000001",NA,NA
2004,"New Mexico","New Mexico Educational Retirement Board","0.0865","0.1067","0.076","0.0535","0.1292"
2007,"South Carolina","South Carolina Police Officers Retirement System","0.107","0.1065","0.065","0.0357","0.1358"
2003,"Missouri","Mosers State Employees Pension Plan",NA,"0.1064","0.0","0.0207","0.0857"
2008,"Missouri","Missouri Local Government Employees Retirement System",NA,"0.10632","0.006520000000000001",NA,NA
2011,"Colorado","Colorado PERA, Local Division Fund",NA,"0.1062","0.08","0.0893","0.0969"
2019,"Illinois","Illinois Municipal Employees Retirement System",NA,"0.1062","0.045","0.0476","0.1036"
2015,"Massachusetts","Massachusetts State Employees’ Retirement System",NA,"0.10609","0.08335","0.065","0.12443"
2010,"South Carolina","South Carolina Retirement Systems","0.0968","0.106","0.065","0.0709","0.1001"
2011,"South Carolina","South Carolina Retirement Systems","0.106","0.106","0.065","0.0642","0.1068"
2005,"Kentucky","Kentucky County Employees Retirement System",NA,"0.10574000000000001","0.05161","0.058620000000000005","0.09872"
2005,"Kentucky","Kentucky Employees Retirement System",NA,"0.10574000000000001","0.05161","0.058620000000000005","0.09872"
2011,"Minnesota","Minnesota Teachers Retirement Association",NA,"0.1057","0.06","0.084","0.0817"
2004,"Ohio","Ohio School Employees Retirement System","0.14","0.1057","0.1","0.0469","0.1588"
2010,"Texas","Texas Employees Retirement System","0.0695","0.1057","0.065","0.0477","0.123"
2016,"Vermont","Vermont State Retirement System",NA,"0.1056","0.06691","0.0768","0.09571"
2013,"Indiana","Indiana Public Employees Retirement Fund",NA,"0.1055","0.03281","0.05136","0.08695"
2015,"Montana","Montana Public Employees’ Retirement System - Defined Benefit Retirement Plan",NA,"0.1053","0.079","0.0725","0.1118"
2004,"New York","New York State & Local Employees Retirement System",NA,"0.1053","0.0048",NA,NA
2001,"Oregon","Oregon Public Employees Retirement System",NA,"0.1053","0.06","0.0097","0.1556"
2007,"Kansas","Kansas Public Employees' Retirement System","STATE : 7.39%, SCHOOL : 8.17%, LOCAL : 6.14%, POLICE AND FIREMEN'S RETIREMENT : 12.86%, JUDGES : 19.49%","0.10522000000000001","0.041760000000000005","0.05786","0.08912"
2004,"Vermont","Vermont State Teachers' Retirement System",NA,"0.10520999999999998","0.034","0.02731","0.1119"
2007,"Alabama","Alabama Employees' Retirement System (ERS)",NA,"0.1052","0.0501","0.0551","0.1002"
2012,"Arizona","Arizona State Retirement System",NA,"0.105","0.1145","0.0882","0.1313"
2003,"West Virginia","West Virginia Public Employees Retirement System",NA,"0.105","0.045","0.056","0.094"
2004,"West Virginia","West Virginia Public Employees Retirement System","0.105","0.105","0.045","0.0557","0.0943"
2002,"Maryland","Maryland Teachers’ Retirement System",NA,"0.1048","0.02525","0.0238","0.10625"
2011,"Vermont","Vermont State Teachers' Retirement System",NA,"0.10472999999999999","0.05","0.08673","0.068"
2010,"Texas","Texas County and District Retirement System",NA,"0.1046","0.0667","0.0344","0.1369"
2006,"Virginia","Virginia Retirement System",NA,"0.10447999999999999","0.05","0.06692000000000001","0.08757000000000001"
2007,"Idaho","Idaho Public Employee Retirement System",NA,"0.1044","0.0642","0.023","0.1456"
